brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,Mileage,vehicle_price
HONDA,VEZEL,0,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,102000,10400000
HONDA,VEZEL,Z PLAY,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,7000,23800000
HONDA,GRACE,2015,2015,AUTOMATIC,SALOON,HYBRID,1500,185000,10500000
HONDA,VEZEL,RS SENSING,2017,AUTOMATIC,SUV / 4X4,HYBRID,1500,112000,13600000
HONDA,VEZEL,RS SENSING,2018,AUTOMATIC,SUV / 4X4,HYBRID,1500,53600,15000000
HONDA,VEZEL,Z PLAY ,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,25000000
HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,5,25000000
HONDA,VEZEL,RS SENSING,2018,AUTOMATIC,SUV / 4X4,HYBRID,1500,76000,14250000
HONDA,FIT SHUTTLE,0,2013,AUTOMATIC,STATION WAGON,HYBRID,1330,50000,9850000
HONDA,VEZEL,RS SENSING,2017,AUTOMATIC,SUV / 4X4,HYBRID,1500,104000,13500000
HONDA,VEZEL,Z PREMIUM PLAY,2024,AUTOMATIC,SALOON,HYBRID,1500,2000,22500000
HONDA,VEZEL,Z PREMIUM 2023,2023,AUTOMATIC,0,HYBRID,1500,7500,21650000
HONDA,VEZEL,Z PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,10,22950000
HONDA,VEZEL,E:HEV X PACKAGE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,19,17800000
HONDA,VEZEL,2024,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,10000,19200000
HONDA,VEZEL,X GRADE,2022,AUTOMATIC,SUV / 4X4,HYBRID,1500,15000,18700000
HONDA,VEZEL,Z PREMIUM 2025,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,23000000
HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,9500,18950000
HONDA,VEZEL,Z PLAY PACKAGE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,5,23900000
HONDA,VEZEL,X HUNTER,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,12000,17800000
HONDA,VEZEL,0,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,14000,16490000
HONDA,FIT,2013,2013,AUTOMATIC,HATCHBACK,HYBRID,1490,137000,7500000
HONDA,VEZEL,0,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,5,19650000
HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,7,20900000
HONDA,VEZEL,E:HEV Z PACKAGE,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,8228,18000000
HONDA,GRACE,EX,2016,AUTOMATIC,SALOON,HYBRID,1500,122000,12500000
HONDA,VEZEL,HEV X HUNT PACKAGE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18600000
HONDA,VEZEL,Z,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,5,22000000
HONDA,FIT,GP5,2014,AUTOMATIC,HATCHBACK,HYBRID,1490,123000,8150000
HONDA,VEZEL,Z MUGAN MODIFIED,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,10171,22650000
HONDA,FREED,HONDA,2012,AUTOMATIC,STATION WAGON,HYBRID,1500,170000,9800000
HONDA,VEZEL,Z PREMIUM PLUS 360Â°,2023,AUTOMATIC,SALOON,HYBRID,1500,6500,23600000
HONDA,VEZEL,E:HEV Z PLAY PACKAGE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,441,21000000
HONDA,VEZEL,Z PLAYE PACK,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,2800,25695000
HONDA,INSIGHT,ZE 4,2019,AUTOMATIC,SALOON,HYBRID,1500,87000,20000000
HONDA,VEZEL,E:HEV X HUNT PACKAGE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,3,18000000
HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,0,22600000
HONDA,VEZEL,Z PLAY PACKAGE ,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,0,23950000
HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21900000
HONDA,VEZEL,Z GRADE PREMIUM,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,4000,19000000
HONDA,VEZEL,X HUNT BRAND NEW,2025,AUTOMATIC,STATION WAGON,HYBRID,1490,12,20790000
HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20500000
HONDA,VEZEL,RS SENSING,2017,AUTOMATIC,SUV / 4X4,HYBRID,1490,138000,13500000
HONDA,VEZEL,RS SENSING,2019,AUTOMATIC,SUV / 4X4,HYBRID,1496,3500,17500000
HONDA,FIT,S GRADE,2015,AUTOMATIC,HATCHBACK,HYBRID,1500,72000,9400000
HONDA,VEZEL,Z PREMIUM PLUS EDIT,2024,AUTOMATIC,SALOON,HYBRID,1500,2500,23400000
HONDA,GRACE,EX,2017,AUTOMATIC,SALOON,HYBRID,1500,76000,11475000
HONDA,VEZEL,0,2018,AUTOMATIC,0,HYBRID,1500,156000,14500000
HONDA,VEZEL,0,2016,AUTOMATIC,SUV / 4X4,HYBRID,1500,110000,10750000
HONDA,VEZEL,VEZEL PREMIUM,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,23475000
HONDA,GRACE,HONDA,2019,AUTOMATIC,SALOON,HYBRID,1500,85000,13600000
HONDA,VEZEL,RS,2020,AUTOMATIC,SUV / 4X4,HYBRID,1500,49500,17500000
HONDA,VEZEL,RS SENSING,2019,AUTOMATIC,SUV / 4X4,HYBRID,1500,52000,15450000
HONDA,VEZEL,Z GRADE,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,67000,11900000
HONDA,FIT,GP5 L GRADE,2014,AUTOMATIC,HATCHBACK,HYBRID,1500,110000,7750000
HONDA,VEZEL,RS,2019,AUTOMATIC,SUV / 4X4,HYBRID,1500,55000,17000000
HONDA,VEZEL,VEZEL RS,2016,AUTOMATIC,HATCHBACK,HYBRID,1500,197500,13000000
HONDA,VEZEL,Z UPGRADE ,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,17000,22800000
HONDA,CIVIC,FD3 HYBRID,2008,AUTOMATIC,SALOON,HYBRID,1300,174000,7025000
HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,SALOON,HYBRID,1500,320,22900000
HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,260,22600000
HONDA,VEZEL,HONDA,2016,AUTOMATIC,SUV / 4X4,HYBRID,1500,150000,12900000
HONDA,FIT SHUTTLE,GP7,2016,AUTOMATIC,STATION WAGON,HYBRID,1500,127000,12000000
HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,5,24000000
HONDA,VEZEL,Z SPECIAL,2023,AUTOMATIC,SALOON,HYBRID,1500,12500,21850000
HONDA,GRACE,EX,2015,AUTOMATIC,SALOON,HYBRID,1500,144000,10300000
HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,5000,22950000
HONDA,VEZEL,RS SENSING,2017,AUTOMATIC,HATCHBACK,HYBRID,1500,88000,12300000
HONDA,FIT,0,2015,AUTOMATIC,HATCHBACK,HYBRID,1500,69216,8300000
HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,900,22850000
HONDA,GRACE,HONDA,2016,AUTOMATIC,0,HYBRID,1500,132000,11250000
HONDA,VEZEL,Z LIMITED,2024,AUTOMATIC,SUV / 4X4,HYBRID,1490,20500,19890000
HONDA,VEZEL,Z PLAY PREMIUM ZONE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,150,23875000
HONDA,VEZEL,ORANGE PAKAGE,2015,AUTOMATIC,SALOON,HYBRID,1500,135000,10500000
HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,10,19500000
HONDA,VEZEL,Z GREAD,2024,AUTOMATIC,SALOON,HYBRID,1500,10,21900000
HONDA,VEZEL,VEZEL RS SENSING,2017,AUTOMATIC,STATION WAGON,HYBRID,1500,45000,14000000
HONDA,VEZEL,HONDA VEZEL Z GRADE,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,108330,10000000
HONDA,VEZEL,Z PLAY PACKAGE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,31,22750000
HONDA,VEZEL,Z GRADE ORANGE PACK,2015,AUTOMATIC,HATCHBACK,HYBRID,1500,110000,11200000
HONDA,VEZEL,0,2025,AUTOMATIC,0,HYBRID,1500,0,21000000
HONDA,JADE,HONDA,2015,AUTOMATIC,STATION WAGON,HYBRID,1500,139000,11000000
HONDA,FIT SHUTTLE,GP2,2011,AUTOMATIC,SUV / 4X4,HYBRID,1330,140000,8075000
HONDA,FIT SHUTTLE,HONDA,2013,AUTOMATIC,STATION WAGON,HYBRID,1300,162000,9750000
HONDA,VEZEL,RS SENSING,2017,AUTOMATIC,STATION WAGON,HYBRID,1500,99000,13200000
HONDA,VEZEL,2024 BRANDNEW Z PLAY,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,0,23400000
HONDA,VEZEL,RS SENSING,2017,AUTOMATIC,SUV / 4X4,ELECTRIC,1500,113000,13290000
HONDA,CIVIC,CIVIC VTI,1993,MANUAL,SALOON,PETROL,1590,240382,2290000
HONDA,S660,0,2015,MANUAL,HATCHBACK,PETROL,650,12000,6000000
HONDA,CIVIC,HONDA,1989,MANUAL,SALOON,PETROL,1500,86000,1320000
HONDA,CIVIC,CIVIC EX,2018,MANUAL,HATCHBACK,PETROL,1000,77000,13800000
HONDA,INTEGRA,0,1989,MANUAL,SALOON,PETROL,1490,230000,1575000
HONDA,CITY,1999,1999,MANUAL,SALOON,PETROL,1500,255000,2765000
HONDA,CIVIC,0,1987,MANUAL,SALOON,PETROL,1500,280000,1000000
HONDA,CIVIC,SPORT,1990,MANUAL,SALOON,PETROL,1500,150000,1450000
HONDA,CIVIC,0,1991,MANUAL,SALOON,PETROL,1450,190000,2600000
HONDA,CIVIC,HONDA,1985,MANUAL,HATCHBACK,PETROL,1341,200000,975000
HONDA,CIVIC,0,1986,MANUAL,SALOON,PETROL,1300,150000,795000
HONDA,CRV,2018,2018,TIPTRONIC,SUV / 4X4,PETROL,1500,98834,21500000
HONDA,CRV,VTI L7,2023,TIPTRONIC,STATION WAGON,PETROL,1500,15000,29700000
HONDA,CRV,LOWMILEAGE ,2018,TIPTRONIC,SUV / 4X4,PETROL,1500,48000,23500000
HONDA,CITY,2025 CITY RS,2025,TIPTRONIC,SALOON,PETROL,1000,0,15500000
HONDA,OTHER MODEL,ZRV Z PREMIUM,2024,TIPTRONIC,SUV / 4X4,PETROL,1500,0,24300000
HONDA,CIVIC,HONDA,2018,TIPTRONIC,SALOON,PETROL,1000,112000,12500000
HONDA,CRV,VTI L7,2024,TIPTRONIC,SUV / 4X4,PETROL,1500,0,31900000
HONDA,CIVIC,SR,2017,TIPTRONIC,HATCHBACK,PETROL,1000,63000,13000000
HONDA,CRV,VTI-L7  7 SEATER,2024,TIPTRONIC,SUV / 4X4,PETROL,1500,1300,32500000
HONDA,CRV,VTI LX AWD,2025,TIPTRONIC,SUV / 4X4,PETROL,1500,10,34000000
HONDA,CRV,MASTERPIECE JAPAN,2018,TIPTRONIC,STATION WAGON,PETROL,1500,72000,22500000
HONDA,CIVIC,SE,2018,TIPTRONIC,HATCHBACK,PETROL,1000,66800,13500000
HONDA,CIVIC,EX VTEC,2017,TIPTRONIC,HATCHBACK,PETROL,1000,88000,13450000
HONDA,ACCORD,HONDA,2008,TIPTRONIC,SALOON,PETROL,2400,172000,7250000
HONDA,CRV,VTI - L7 FULLY LOAD,2024,TIPTRONIC,SUV / 4X4,PETROL,1500,0,31500000
HONDA,CRV,VTI L7,2024,TIPTRONIC,STATION WAGON,PETROL,1498,0,33500000
HONDA,CRV,VTI L7,2024,TIPTRONIC,STATION WAGON,PETROL,1498,0,33500000
HONDA,CIVIC,SR,2017,TIPTRONIC,HATCHBACK,PETROL,998,58000,13600000
HONDA,CITY,RS,2025,TIPTRONIC,SALOON,PETROL,1000,0,14750000
HONDA,VEZEL,Z,2014,TIPTRONIC,SUV / 4X4,PETROL,1499,97000,11100000
HONDA,CRV,CRV VTI L7,2025,TIPTRONIC,SUV / 4X4,PETROL,1500,0,29500000
HONDA,CITY,RS B/NEW TURBO,2025,TIPTRONIC,SALOON,PETROL,1000,0,13990000
HONDA,CITY,HONDA,2025,TIPTRONIC,SALOON,PETROL,1000,0,13990000
HONDA,CRV,FULLY LOADED,2019,TIPTRONIC,SUV / 4X4,PETROL,1500,48000,22500000
HONDA,CRV,0,2018,TIPTRONIC,SUV / 4X4,PETROL,1500,90000,20700000
HONDA,CRV,VTI LX AWD,2025,TIPTRONIC,SUV / 4X4,PETROL,1500,10,34000000
HONDA,CRV,VTI LX 7,2025,TIPTRONIC,SUV / 4X4,PETROL,1500,20,29000000
HONDA,VEZEL,Z PREMIUM,2024,TIPTRONIC,SALOON,PETROL,1500,18,22900000
HONDA,CRV,VTI LX AWD,2025,TIPTRONIC,SUV / 4X4,PETROL,1500,0,30000000
HONDA,CITY,RS TURBO,2025,TIPTRONIC,SALOON,PETROL,1000,0,14700000
HONDA,CITY,RS TURBO,2025,TIPTRONIC,SALOON,PETROL,1000,0,14700000
HONDA,VEZEL,0,2014,TIPTRONIC,SUV / 4X4,PETROL,1500,115000,10350000
HONDA,CRV,VTI LX AWD,2024,TIPTRONIC,SUV / 4X4,PETROL,1500,0,29000000
HONDA,CRV,VTI LX AWD,2024,TIPTRONIC,SUV / 4X4,PETROL,1500,0,29000000
HONDA,CRV,AUSTRALIAN VERSION,2018,TIPTRONIC,SUV / 4X4,PETROL,1499,118000,19500000
HONDA,VEZEL,Z GRADE ORANGE,2014,TIPTRONIC,SUV / 4X4,PETROL,1490,184000,10250000
HONDA,CRV,HONDA,2024,TIPTRONIC,SUV / 4X4,PETROL,1500,50,32000000
HONDA,CRV,V TEC TURBO,2019,TIPTRONIC,SUV / 4X4,PETROL,1500,130000,23500000
HONDA,CITY,RS/BRANDNEW,2025,TIPTRONIC,SALOON,PETROL,1000,0,14900000
HONDA,VEZEL,Z BRAND NEW (APPLE),2025,TIPTRONIC,COUPÃ©/SPORTS,HYBRID,1500,350,22150000
HONDA,VEZEL,HYBRID E-HEV Z,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,15000,17350000
HONDA,VEZEL,HYBRID E-HEV X HUNT,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,15000,16250000
HONDA,VEZEL,Z PREMIUM BRAND NEW,2025,TIPTRONIC,SUV / 4X4,HYBRID,1500,0,22490000
HONDA,VEZEL,VEZEL,2014,TIPTRONIC,HATCHBACK,HYBRID,1500,110000,11500000
HONDA,VEZEL,Z ORANGE PACK,2014,TIPTRONIC,SUV / 4X4,HYBRID,1500,122000,11750000
HONDA,GRACE,EX PACKAGE ,2016,TIPTRONIC,SALOON,HYBRID,1500,104800,11250000
HONDA,VEZEL,Z GREAD ORGINAL SET,2023,TIPTRONIC,SALOON,HYBRID,1500,12000,20950000
HONDA,VEZEL,Z PREMIUM BRAND NEW,2025,TIPTRONIC,SALOON,HYBRID,1500,180,22900000
HONDA,VEZEL,Z PREMIUM,2024,TIPTRONIC,SALOON,HYBRID,1500,1200,22400000
HONDA,VEZEL,Z PLAY MOONROOF,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,0,23500000
HONDA,VEZEL,Z PREMIUM BRAND NEW,2025,TIPTRONIC,SUV / 4X4,HYBRID,1500,0,21975000
HONDA,VEZEL,Z PLAY,2024,TIPTRONIC,SUV / 4X4,HYBRID,1500,10,23200000
HONDA,VEZEL,Z GREAD,2023,TIPTRONIC,SALOON,HYBRID,1500,12600,21400000
HONDA,GRACE,HONDA,2015,TIPTRONIC,SALOON,HYBRID,1500,151000,10000000
HONDA,VEZEL,Z PREMIUM,2025,TIPTRONIC,SALOON,HYBRID,150,180,22900000
HONDA,VEZEL,Z BRAND NEW,2025,TIPTRONIC,SALOON,HYBRID,1500,28,22900000
HONDA,VEZEL,Z PLAY MOON ROOF,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,0,23850000
HONDA,VEZEL,Z PLAY,2024,TIPTRONIC,SUV / 4X4,HYBRID,1500,0,23500000
HONDA,VEZEL,Z PREMIUM,2024,TIPTRONIC,0,HYBRID,1500,9000,21900000
HONDA,VEZEL,Z GRADE BLACK PACK,2014,TIPTRONIC,STATION WAGON,HYBRID,1490,101500,10400000
HONDA,OTHER MODEL,GP7 2015,2015,TIPTRONIC,STATION WAGON,HYBRID,1500,112000,13500000
HONDA,FIT,NAVI PREMIUM,2013,TIPTRONIC,HATCHBACK,HYBRID,1300,156000,77500000
HONDA,VEZEL,Z GRADE,2025,TIPTRONIC,SUV / 4X4,HYBRID,1500,30,18700000
HONDA,VEZEL,Z GRADE,2025,TIPTRONIC,SALOON,HYBRID,1500,0,22000000
HONDA,VEZEL,Z GRADE/BRAND NEW ,2025,TIPTRONIC,SUV / 4X4,HYBRID,1500,0,22500000
HONDA,VEZEL,Z PREMIUM B/N ZERO ,2024,TIPTRONIC,SALOON,HYBRID,1500,38,22950000
HONDA,VEZEL,Z PREMIUM BRAND NEW ,2025,TIPTRONIC,SALOON,HYBRID,1500,180,23650000
HONDA,VEZEL,Z PLAY SUNROOF 360Â°,2024,TIPTRONIC,SALOON,HYBRID,1500,18,2485000000
HONDA,FIT,GP 5 S GRADE,2014,TIPTRONIC,HATCHBACK,HYBRID,1500,61000,8800000
HONDA,VEZEL,Z GREAD WITH POWER,2023,TIPTRONIC,SALOON,HYBRID,1500,12000,21650000
HONDA,VEZEL, Z PREMIUM PLAY,2024,TIPTRONIC,SALOON,HYBRID,1500,1200,22900000
HONDA,VEZEL,Z PREMIUM PLUS,2024,TIPTRONIC,SALOON,HYBRID,1500,238,23400000
HONDA,VEZEL,Z PREMIUM PLUS EDIT,2024,TIPTRONIC,SALOON,HYBRID,1500,256,23500000
HONDA,VEZEL,Z GRADE,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,12500,21950000
HONDA,VEZEL,Z PREMIUM,2024,TIPTRONIC,SUV / 4X4,HYBRID,1500,275,23400000
HONDA,VEZEL,Z BRAND NEW,2023,TIPTRONIC,SALOON,HYBRID,1500,8,21950000
HONDA,VEZEL,Z PLAY MOON ROOF,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,0,23500000
HONDA,VEZEL,Z GREAD,2024,TIPTRONIC,SALOON,HYBRID,1500,350,21900000
HONDA,VEZEL,HYBRID E-HEV Z PRE,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,15000,19750000
HONDA,VEZEL,Z PLAY SUNROOF,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,9000,23400000
HONDA,VEZEL,Z PLAY SUNROOF SOUND,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,1600,22950000
TOYOTA,OTHER MODEL,TUNDRA LIMITED ,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,0,64500000
TOYOTA,PREMIO,G SUPERIOR,2014,AUTOMATIC,SALOON,PETROL,1500,161000,13300000
TOYOTA,PASSO,MODA,2016,AUTOMATIC,HATCHBACK,PETROL,1000,95000,7850000
TOYOTA,YARIS,X LIMITED ,2024,AUTOMATIC,HATCHBACK,PETROL,1000,2000,11275000
TOYOTA,ROOMY,G,2024,AUTOMATIC,HATCHBACK,PETROL,1000,6000,11250000
TOYOTA,PREMIO,0,2012,AUTOMATIC,SALOON,PETROL,1500,150000,12000000
TOYOTA,ALLION,ALLION,2003,AUTOMATIC,SALOON,PETROL,1500,188500,7600000
TOYOTA,PASSO,MODA G GRADE,2018,AUTOMATIC,HATCHBACK,PETROL,1000,74480,8000000
TOYOTA,PREMIO,G SUPERIOR,2017,AUTOMATIC,SALOON,PETROL,1500,121000,16450000
TOYOTA,LAND CRUISER PRADO,TX-L PACKAGE,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,16000,57500000
TOYOTA,AXIO,NON HYBRID,2013,AUTOMATIC,SALOON,PETROL,1500,139000,9300000
TOYOTA,LAND CRUISER PRADO,250 MODELLISTA,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,65500000
TOYOTA,AQUA,URBAN,2015,AUTOMATIC,HATCHBACK,PETROL,1496,91100,9150000
TOYOTA,PREMIO,TOYOTA,2005,AUTOMATIC,SALOON,PETROL,1500,209800,8150000
TOYOTA,LAND CRUISER PRADO,2025,2025,AUTOMATIC,SUV / 4X4,PETROL,2800,0,67800000
TOYOTA,LAND CRUISER PRADO,TX LIMITED,2015,AUTOMATIC,SUV / 4X4,PETROL,2690,86000,36950000
TOYOTA,CAMRY,0,2007,AUTOMATIC,SALOON,PETROL,2360,180000,8450000
TOYOTA,SPRINTER,AE110,1997,AUTOMATIC,0,PETROL,1500,192000,3580000
TOYOTA,LAND CRUISER PRADO,300 ZX EDITION,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,0,91000000
TOYOTA,COROLLA,WXB GR,2024,AUTOMATIC,SALOON,PETROL,1490,9500,19295000
TOYOTA,YARIS,ATIV PREMIUM,2025,AUTOMATIC,SALOON,PETROL,1200,0,16400000
TOYOTA,AQUA,0,2013,AUTOMATIC,HATCHBACK,PETROL,1500,90000,8200000
TOYOTA,CHR,G GRADE 1200 TURBO,2017,AUTOMATIC,SUV / 4X4,PETROL,1200,115000,15300000
TOYOTA,AXIO,PETROL,2019,AUTOMATIC,SALOON,PETROL,1330,61000,12800000
TOYOTA,AXIO,AXIO NON HYBRID ,2016,AUTOMATIC,SALOON,PETROL,1320,88000,11950000
TOYOTA,AXIO,TOYOTA,2016,AUTOMATIC,SALOON,PETROL,1320,69818,13500000
TOYOTA,ALLION,260 G GRADE,2007,AUTOMATIC,SALOON,PETROL,1500,149000,9200000
TOYOTA,YARIS,G PEARL ,2023,AUTOMATIC,HATCHBACK,PETROL,1000,15000,11280000
TOYOTA,COROLLA,121 LX LIMITED,2004,AUTOMATIC,SALOON,PETROL,1500,250000,6650000
TOYOTA,VOXY,VOXY ,2014,AUTOMATIC,MPV,PETROL,1400,162566,17950000
TOYOTA,AQUA,LIMITED EDITION,2012,AUTOMATIC,HATCHBACK,PETROL,1500,145000,8300000
TOYOTA,PASSO,0,2018,AUTOMATIC,HATCHBACK,PETROL,990,53000,7975000
TOYOTA,CROWN,EXACATIVE ROYAL,2006,AUTOMATIC,SALOON,PETROL,3500,85000,12500000
TOYOTA,YARIS,X GRADE 0KM,2024,AUTOMATIC,0,PETROL,1000,0,11875000
TOYOTA,PRIUS,TOYOTA PRIUS ,2013,AUTOMATIC,SALOON,PETROL,1800,92800,12950000
TOYOTA,LAND CRUISER PRADO,TOYOTA,2015,AUTOMATIC,0,PETROL,2690,55000,41000000
TOYOTA,HARRIER,HARRIER PREMIUM PLUS,2017,AUTOMATIC,SUV / 4X4,PETROL,2000,76000,27900000
TOYOTA,CHR,GT NGX10,2018,AUTOMATIC,HATCHBACK,PETROL,1200,95000,14985000
TOYOTA,YARIS,ATIV PREMIUM,2025,AUTOMATIC,SALOON,PETROL,1200,8,15900000
TOYOTA,LAND CRUISER PRADO,PRADO 150,2010,AUTOMATIC,SUV / 4X4,PETROL,2690,150000,25900000
TOYOTA,COROLLA,141,2008,AUTOMATIC,SALOON,PETROL,1593,143000,7300000
TOYOTA,LAND CRUISER PRADO,6 FORWARD,2015,AUTOMATIC,SUV / 4X4,PETROL,2700,123000,47900000
TOYOTA,OTHER MODEL,LAND CRUISER 202 ZX,2016,AUTOMATIC,SUV / 4X4,PETROL,4600,88000,77500000
TOYOTA,LAND CRUISER PRADO,LANDCRUISER TRJ250,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,435,67500000
TOYOTA,PREMIO,G SUPERIOR,2018,AUTOMATIC,SALOON,PETROL,1490,54000,18700000
TOYOTA,PREMIO,2011,2011,AUTOMATIC,SALOON,PETROL,1500,233000,13250000
TOYOTA,OTHER MODEL,LAND CRUISER 202 ZX,2016,AUTOMATIC,SUV / 4X4,PETROL,4600,103000,77500000
TOYOTA,VANGUARD,2012,2012,AUTOMATIC,SUV / 4X4,PETROL,2500,115550,13500000
TOYOTA,LAND CRUISER SAHARA,V8,2008,AUTOMATIC,SUV / 4X4,PETROL,4600,131000,45000000
TOYOTA,PRIUS,2015,2015,AUTOMATIC,SALOON,PETROL,1800,135000,14900000
TOYOTA,LAND CRUISER PRADO,2016,2016,AUTOMATIC,SUV / 4X4,PETROL,2700,73000,41000000
TOYOTA,LAND CRUISER SAHARA,V8,2012,AUTOMATIC,SUV / 4X4,PETROL,4500,145000,46000000
TOYOTA,LAND CRUISER PRADO,TZ,2006,AUTOMATIC,SUV / 4X4,PETROL,2700,223000,18000000
TOYOTA,VITZ,LED 25000KMS,2019,AUTOMATIC,HATCHBACK,PETROL,1000,25000,9590000
TOYOTA,LAND CRUISER SAHARA,0,2017,AUTOMATIC,SUV / 4X4,PETROL,4700,82000,73000000
TOYOTA,YARIS,CROSS PREMIUM LUXURY,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,18900000
TOYOTA,AVANZA,0,2011,AUTOMATIC,0,PETROL,1495,85526,7700000
TOYOTA,LAND CRUISER PRADO,0,2014,AUTOMATIC,SUV / 4X4,PETROL,2700,110000,35800000
TOYOTA,LAND CRUISER PRADO,150,2010,AUTOMATIC,SUV / 4X4,PETROL,2700,124000,30500000
TOYOTA,YARIS,0,2008,AUTOMATIC,SALOON,PETROL,1300,141700,6800000
TOYOTA,FORTUNER,0,2011,AUTOMATIC,SUV / 4X4,PETROL,2700,129000,14250000
TOYOTA,PREMIO,PREMIO 1.5,2018,AUTOMATIC,SALOON,PETROL,1500,62900,18500000
TOYOTA,LAND CRUISER PRADO,250{BRAND NEW} VX,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,59800000
TOYOTA,AXIO,X GRADE,2009,AUTOMATIC,0,PETROL,1500,175500,7550000
TOYOTA,RAIZE,"Z-GRADE, 4-WAY CAM",2022,AUTOMATIC,0,PETROL,1000,32000,14500000
TOYOTA,CHR,NGX50,2018,AUTOMATIC,HATCHBACK,PETROL,1200,22000,14800000
TOYOTA,YARIS,ATIV PREMIUM LUXURY,2025,AUTOMATIC,SALOON,PETROL,1200,0,16400000
TOYOTA,VITZ,EDITION 3 2019,2019,AUTOMATIC,HATCHBACK,PETROL,1000,54000,9500000
TOYOTA,VITZ,EDITION 2,2018,AUTOMATIC,HATCHBACK,PETROL,1000,37751,8990000
TOYOTA,BELTA,0,2010,AUTOMATIC,SALOON,PETROL,1000,150000,7000000
TOYOTA,HARRIER,Z LEATHER PACK,2025,AUTOMATIC,SUV / 4X4,PETROL,2000,0,44500000
TOYOTA,RAIZE,Z GRADE SAFETY,2023,AUTOMATIC,0,PETROL,1200,24000,14850000
TOYOTA,BELTA,G GRADE ,2011,AUTOMATIC,SALOON,PETROL,1300,138000,7075000
TOYOTA,COROLLA,141 LX WHITE-BEIGE,2008,AUTOMATIC,SALOON,PETROL,1580,189000,7275000
TOYOTA,VITZ,KSP 130,2012,AUTOMATIC,HATCHBACK,PETROL,1000,118000,7000000
TOYOTA,YARIS,2008,2008,AUTOMATIC,SALOON,PETROL,1300,170000,6890000
TOYOTA,YARIS,X,2023,AUTOMATIC,HATCHBACK,PETROL,990,17200,10200000
