brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,Mileage,vehicle_price
HONDA,CRV,TURBO PETROL,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,0,28500000
HONDA,CRZ,0,2010,AUTOMATIC,COUP̩/SPORTS,PETROL,1500,131000,6250000
HONDA,CRV,EX MASTERPIECE 1ST,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,44000,25500000
HONDA,ACCORD,CU2 LUX-NAVI,2008,AUTOMATIC,SALOON,PETROL,2400,164000,9650000
HONDA,CRV,FULLY LOADED,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,77000,23000000
HONDA,CRV,JAPANESE MASTERPIECE,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,48000,26000000
HONDA,VEZEL,RS SENSING 1ST OWNER,2017,AUTOMATIC,SUV / 4X4,PETROL,1500,90000,13800000
HONDA,CRV,JAPAN MASTERPIECE,2020,AUTOMATIC,SALOON,PETROL,1500,25000,29000000
HONDA,CIVIC,CIVIC TECHPACK,2018,AUTOMATIC,HATCHBACK,PETROL,1000,68000,14900000
HONDA,VEZEL,HYBRID Z,2014,AUTOMATIC,SUV / 4X4,PETROL,1490,104000,11090000
HONDA,CIVIC,FD 1,2008,AUTOMATIC,SALOON,PETROL,1800,180593,7300000
HONDA,N-BOX,N BOX,2016,AUTOMATIC,HATCHBACK,PETROL,660,120000,6150000
HONDA,CIVIC,0,2018,AUTOMATIC,SALOON,PETROL,1000,85000,12500000
HONDA,VEZEL,RS SENSING SAFETY,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,62000,14250000
HONDA,CITY,RS VTEC TURBO,2024,AUTOMATIC,SALOON,PETROL,1000,0,12800000
HONDA,CRV,VTIL - 7,2024,AUTOMATIC,HATCHBACK,PETROL,1500,5,27000000
HONDA,CITY,HONDA CITY RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,14750000
HONDA,CRV,RM-2,2012,AUTOMATIC,SUV / 4X4,PETROL,1997,170000,12250000
HONDA,VEZEL,2024 Z PLAY FULLSPEC,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,100,21800000
HONDA,FIT SHUTTLE,0,2013,AUTOMATIC,STATION WAGON,PETROL,1330,147000,9200000
HONDA,CITY,RS MODEL,2025,AUTOMATIC,SALOON,PETROL,1000,10,14850000
HONDA,VEZEL,Z PACKAGE,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,0,21000000
HONDA,FIT,HONDA GP5,2015,AUTOMATIC,HATCHBACK,PETROL,1490,94500,9000000
HONDA,FIT,0,2013,AUTOMATIC,HATCHBACK,PETROL,1330,102892,7115000
HONDA,VEZEL,Z GRADE,2023,AUTOMATIC,SUV / 4X4,PETROL,1500,12800,16850000
HONDA,VEZEL,ZRV,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,750,19000000
HONDA,CIVIC,EX,2024,AUTOMATIC,SALOON,PETROL,1500,750,19000000
HONDA,N-BOX,CUSTOM,2016,AUTOMATIC,HATCHBACK,PETROL,650,76000,6950000
HONDA,VEZEL,0,2018,AUTOMATIC,0,PETROL,1500,95000,15300000
HONDA,CRV,4WD,2012,AUTOMATIC,SUV / 4X4,PETROL,1990,180000,11450000
HONDA,N-WGN,2017,2017,AUTOMATIC,0,PETROL,650,89100,5900000
HONDA,CRV,MASTERPIECE JAPAN ,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,50000,23950000
HONDA,VEZEL,HONDA,2017,AUTOMATIC,SUV / 4X4,PETROL,1500,45000,14500000
HONDA,CIVIC,HONDA CIVIC ,2018,AUTOMATIC,SALOON,PETROL,2000,63437,14850000
HONDA,GRACE,EX (HIGHEST GRADE),2017,AUTOMATIC,SALOON,PETROL,1500,59000,13000000
HONDA,CRV,VTEC TURBO,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,48000,21500000
HONDA,CIVIC,HONDA CIVIC SR 2018,2018,AUTOMATIC,SALOON,PETROL,988,84500,13000000
HONDA,CIVIC,SR,2017,AUTOMATIC,SALOON,PETROL,1000,54000,12495000
HONDA,CRV,AWD,2019,AUTOMATIC,SUV / 4X4,PETROL,1500,65000,23500000
HONDA,CIVIC,SEDAN EX TECHPACK,2019,AUTOMATIC,SALOON,PETROL,1000,113000,14250000
HONDA,GRACE,EX,2015,AUTOMATIC,SALOON,PETROL,1500,156000,10350000
HONDA,CRV,CRV,2019,AUTOMATIC,0,PETROL,2000,98000,19500000
HONDA,FIT,GP 5 (S GRADE),2013,AUTOMATIC,STATION WAGON,PETROL,1500,150535,8356000
HONDA,FIT,GP 1,2012,AUTOMATIC,HATCHBACK,PETROL,1330,169000,7200000
HONDA,OTHER MODEL,ZRV Z,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,150,20950000
HONDA,CIVIC,FD4,2010,AUTOMATIC,SALOON,PETROL,1600,178000,7290000
HONDA,VEZEL,G GRADE,2015,AUTOMATIC,HATCHBACK,PETROL,1500,145700,12000000
HONDA,VEZEL,HYBRID,2014,AUTOMATIC,SUV / 4X4,PETROL,1490,115000,10500000
HONDA,CRV,V TEC 7 SEATER SUV,2018,AUTOMATIC,0,PETROL,1500,169000,21500000
HONDA,FIT,GP 5 SAFETY,2014,AUTOMATIC,HATCHBACK,PETROL,1500,119000,7950000
HONDA,CRV,MASTERPIECE 2018,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,20000,24800000
HONDA,CRV,2018,2018,AUTOMATIC,SUV / 4X4,PETROL,1499,72000,23500000
HONDA,FIT,GP5 S,2014,AUTOMATIC,HATCHBACK,PETROL,1500,128000,8649999
