brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,Mileage,vehicle_price
TOYOTA,VITZ,0,2007,AUTOMATIC,HATCHBACK,PETROL,1000,109000,4985000
TOYOTA,PREMIO,2007,2007,AUTOMATIC,SALOON,PETROL,1500,95000,9900000
TOYOTA,PREMIO,G SUPERIOR,2016,AUTOMATIC,SALOON,PETROL,1500,92000,16850000
TOYOTA,HARRIER,HYBRID ADVANCE PREM.,2015,AUTOMATIC,SUV / 4X4,PETROL,2500,89000,28900000
TOYOTA,AQUA,G SMART,2013,AUTOMATIC,0,PETROL,1500,191000,7850000
TOYOTA,LAND CRUISER PRADO,TX,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,112000,53000000
TOYOTA,PIXIS,2014,2014,AUTOMATIC,HATCHBACK,PETROL,650,82290,5500000
TOYOTA,VITZ,TOYOTA,2016,AUTOMATIC,HATCHBACK,PETROL,1000,40000,8050000
TOYOTA,CROWN,LUXURY LINE,2007,AUTOMATIC,SALOON,PETROL,3000,85000,13500000
TOYOTA,ALLION,ALLION 260,2008,AUTOMATIC,SALOON,PETROL,1500,160000,9500000
TOYOTA,OTHER MODEL,LANDCRUISER LC300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,10,89000000
TOYOTA,LAND CRUISER PRADO,PRADO 150,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9000,51000000
TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,400,59000000
TOYOTA,RAIZE,Z,2023,AUTOMATIC,SUV / 4X4,PETROL,1000,13000,12500000
TOYOTA,CHR,2020,2020,AUTOMATIC,HATCHBACK,PETROL,1200,92000,16500000
TOYOTA,AXIO,0,2007,AUTOMATIC,SALOON,PETROL,1490,87000,7390000
TOYOTA,RAV4,0,2005,AUTOMATIC,SUV / 4X4,PETROL,1990,155469,6975000
TOYOTA,WISH,2014,2014,AUTOMATIC,STATION WAGON,PETROL,1400,128400,11500000
TOYOTA,PREMIO,G SUPERIOR ,2013,AUTOMATIC,SALOON,PETROL,1500,87000,138900000
TOYOTA,PREMIO,G SUPERIOR,2016,AUTOMATIC,SALOON,PETROL,1500,108000,15000000
TOYOTA,ROOMY,GT,2017,AUTOMATIC,HATCHBACK,PETROL,990,84000,9950000
TOYOTA,PREMIO,0,2011,AUTOMATIC,SALOON,PETROL,1490,105000,11500000
TOYOTA,AXIO,0,2011,AUTOMATIC,SALOON,PETROL,1500,145000,8250000
TOYOTA,ALLION,ALLION 260,2013,AUTOMATIC,SALOON,PETROL,1500,240000,13000000
TOYOTA,AQUA,S GRADE,2012,AUTOMATIC,HATCHBACK,PETROL,1500,168000,7100000
TOYOTA,OTHER MODEL,LC 300 V6  2025,2025,AUTOMATIC,SUV / 4X4,PETROL,3500,10,89900000
TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,400,59600000
TOYOTA,HARRIER,HARRIER Z LEATHER,2024,AUTOMATIC,SUV / 4X4,PETROL,2000,0,35500000
TOYOTA,LAND CRUISER PRADO,PRADO 150 2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,3000,50500000
TOYOTA,LAND CRUISER PRADO,TOYOTA,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9000,50500000
TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,110,61000000
TOYOTA,ALLION,2012,2012,AUTOMATIC,SALOON,PETROL,1500,180000,10500000
TOYOTA,VITZ,.,2007,AUTOMATIC,HATCHBACK,PETROL,1000,169500,5875000
TOYOTA,RUSH,2018,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,20000,18600000
TOYOTA,OTHER MODEL,LC 300 V6 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2024,100,88000000
TOYOTA,OTHER MODEL,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,100,60000000
TOYOTA,COROLLA,141,2008,AUTOMATIC,0,PETROL,1600,122000,6900000
TOYOTA,YARIS,X AUCTION GRADE S,2025,AUTOMATIC,SALOON,PETROL,1000,0,9450000
TOYOTA,YARIS,0,2007,AUTOMATIC,SALOON,PETROL,1300,92000,6950000
TOYOTA,LAND CRUISER PRADO,TRJ 150,2023,AUTOMATIC,SUV / 4X4,PETROL,2800,1000,57500000
TOYOTA,LAND CRUISER PRADO,V8,1999,AUTOMATIC,SUV / 4X4,PETROL,4700,159000,21000000
TOYOTA,PASSO,0,2011,AUTOMATIC,HATCHBACK,PETROL,1000,105000,4795000
TOYOTA,RAIZE,G GRADE 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,1000,6000,11800000
TOYOTA,LAND CRUISER PRADO,TRJ250,2024,AUTOMATIC,SUV / 4X4,PETROL,2800,500,67500000
TOYOTA,VITZ,KSP90,2008,AUTOMATIC,HATCHBACK,PETROL,1000,168000,5550000
TOYOTA,AQUA,G SPORT,2013,AUTOMATIC,0,PETROL,1490,143000,8400000
TOYOTA,LAND CRUISER PRADO,TX 150,2014,AUTOMATIC,SUV / 4X4,PETROL,2700,84000,42000000
TOYOTA,PASSO,0,2007,AUTOMATIC,0,PETROL,1000,162000,4500000
TOYOTA,AQUA,TOYOTA,2013,AUTOMATIC,HATCHBACK,PETROL,1500,123800,7290000
TOYOTA,CHR,2020 NGX10 BLACKTOP,2019,AUTOMATIC,HATCHBACK,PETROL,1200,40573,18500000
TOYOTA,VITZ,KSP 90,2007,AUTOMATIC,HATCHBACK,PETROL,1000,170000,5580000
TOYOTA,CHR,NGX 50,2016,AUTOMATIC,SUV / 4X4,PETROL,1200,65000,13200000
TOYOTA,YARIS,TOYOTA,2023,AUTOMATIC,HATCHBACK,PETROL,1000,27500,9100000
TOYOTA,CHR,NGX 10 GT,2019,AUTOMATIC,HATCHBACK,PETROL,1200,94955,15550000
TOYOTA,OTHER MODEL,LC300 V6 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,800,88000000
TOYOTA,PASSO,0,2018,AUTOMATIC,HATCHBACK,PETROL,1000,40000,8000000
TOYOTA,VIOS,0,2003,AUTOMATIC,SALOON,PETROL,1499,250000,4700000
TOYOTA,RUSH,G GRADE ,2008,AUTOMATIC,SUV / 4X4,PETROL,1500,158000,7550000
TOYOTA,CHR,NGX 10 BLACK TOP,2019,AUTOMATIC,SUV / 4X4,PETROL,1200,27000,17800000
TOYOTA,RAIZE,0,2020,AUTOMATIC,SUV / 4X4,PETROL,1000,42000,11500000
TOYOTA,RAIZE,Z GRADE,2025,AUTOMATIC,SUV / 4X4,PETROL,1200,0,12500000
TOYOTA,COROLLA,110,2000,AUTOMATIC,SALOON,PETROL,1500,125000,4149998
TOYOTA,RAIZE,Z GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,1200,0,12700000
TOYOTA,LAND CRUISER PRADO,0,2004,AUTOMATIC,SUV / 4X4,PETROL,2690,181892,18500000
TOYOTA,LAND CRUISER PRADO,TX G FRONTIER,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,64000,55000000
TOYOTA,AXIO,WXB,2017,AUTOMATIC,SALOON,PETROL,1500,80000,13500000
TOYOTA,ALLION,G ,2014,AUTOMATIC,SALOON,PETROL,1500,170000,12495000
TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,9,62000000
TOYOTA,LAND CRUISER PRADO,LC300 V6 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,400,88000000
TOYOTA,LAND CRUISER PRADO,LC300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,1000,98000000
TOYOTA,LAND CRUISER PRADO,2011,2011,AUTOMATIC,SUV / 4X4,PETROL,4600,225000,46500000
TOYOTA,ALLION,ALLION 260,2012,AUTOMATIC,SALOON,PETROL,1500,110000,11900000
TOYOTA,COROLLA,0,2008,AUTOMATIC,0,PETROL,1600,142000,6600000
TOYOTA,PREMIO,PREMIO G SUPERIOR,2013,AUTOMATIC,SALOON,PETROL,1500,39000,14150000
TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,400,62000000
TOYOTA,LAND CRUISER PRADO,PRADO 150 2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9000,51000000
TOYOTA,PREMIO,G SUPERIOR,2017,AUTOMATIC,SALOON,PETROL,1490,122000,17350000
TOYOTA,CHR,GT NGX10,2018,AUTOMATIC,SUV / 4X4,PETROL,1200,30000,17200000
TOYOTA,VITZ,SAFETY,2018,AUTOMATIC,HATCHBACK,PETROL,1000,68000,8290000
TOYOTA,VITZ,JUWELA,2015,AUTOMATIC,HATCHBACK,PETROL,1000,95000,7850000
TOYOTA,ALPHARD,EXECUTIVE LOUNGE 4WD,2024,AUTOMATIC,MPV,PETROL,2400,0,68000000
TOYOTA,VITZ,SAFETY,2016,AUTOMATIC,HATCHBACK,PETROL,1000,142000,7250000
TOYOTA,YARIS,X GRADE,2025,AUTOMATIC,HATCHBACK,PETROL,1000,5,9450000
TOYOTA,VITZ,0,2015,AUTOMATIC,HATCHBACK,PETROL,990,104461,7425000
TOYOTA,OTHER MODEL,LAND CRUISER 300,2025,AUTOMATIC,SUV / 4X4,PETROL,3500,0,115000000
TOYOTA,VITZ,SAFETY EDITION,2016,AUTOMATIC,HATCHBACK,PETROL,1000,70000,7250000
TOYOTA,PREMIO,0,2017,AUTOMATIC,SALOON,PETROL,1500,55600,16750000
TOYOTA,LAND CRUISER PRADO,PRADO 250 2025,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,110,59000000
TOYOTA,BELTA,2010/,2007,AUTOMATIC,SALOON,PETROL,1000,126500,6000000
TOYOTA,LAND CRUISER PRADO,LANDCRUISER LC300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,200,87000000
TOYOTA,VITZ,0,2018,AUTOMATIC,0,PETROL,1000,43500,8600000
TOYOTA,ALLION,G GRADE,2016,AUTOMATIC,SALOON,PETROL,1500,41880,15950000
TOYOTA,LAND CRUISER PRADO,250,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,66500000
TOYOTA,PASSO,TOYOTO PASSO,2010,AUTOMATIC,HATCHBACK,PETROL,1000,169000,4675000
TOYOTA,LAND CRUISER PRADO,250 F/LOADED,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,77500000
TOYOTA,AQUA,AQUA - PRIUS C,2014,AUTOMATIC,HATCHBACK,PETROL,1500,138000,7850000
TOYOTA,VITZ,TOYOTA,2017,AUTOMATIC,HATCHBACK,PETROL,1000,82000,7850000
TOYOTA,PREMIO,G GRADE ,2018,AUTOMATIC,SALOON,PETROL,1500,146000,17900000
TOYOTA,VITZ,KSP 130,2015,AUTOMATIC,0,PETROL,1000,95500,7000000
TOYOTA,YARIS,X GRADE,2024,AUTOMATIC,HATCHBACK,PETROL,1000,6000,9800000
TOYOTA,VITZ,TOYOTA,2007,AUTOMATIC,HATCHBACK,PETROL,990,148000,5700000
TOYOTA,VITZ,0,2011,AUTOMATIC,HATCHBACK,PETROL,1300,134000,7290000
TOYOTA,LAND CRUISER SAHARA,LC 300 V6 2024 ZX,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,0,88000000
TOYOTA,RAIZE,Z GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,1000,28,12900000
TOYOTA,VITZ,0,2018,AUTOMATIC,HATCHBACK,PETROL,1000,50000,9000000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,990,89009,7450000
TOYOTA,LAND CRUISER PRADO,TOYOTA,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,100,58000000
TOYOTA,OTHER MODEL,LAND CRUISER LC 300,2025,AUTOMATIC,SUV / 4X4,PETROL,3500,0,87000000
TOYOTA,OTHER MODEL,LANDCRUISER LC300 V8,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,0,87000000
TOYOTA,YARIS,X GRADE,2023,AUTOMATIC,HATCHBACK,PETROL,1000,7147,9000000
TOYOTA,RAIZE,Z GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,1000,0,13000000
TOYOTA,PASSO,0,2016,AUTOMATIC,HATCHBACK,PETROL,1000,108000,6700000
TOYOTA,RAIZE,HYBRIDE,2025,AUTOMATIC,SUV / 4X4,PETROL,1200,0,13400000
TOYOTA,PREMIO,G SUPERIOR,2010,AUTOMATIC,SALOON,PETROL,1500,148000,11000000
TOYOTA,VITZ,EDITION 2,2018,AUTOMATIC,HATCHBACK,PETROL,1000,86750,8650000
TOYOTA,AXIO,2007,2007,AUTOMATIC,SALOON,PETROL,1490,136000,7850000
TOYOTA,VITZ,2019,2019,AUTOMATIC,HATCHBACK,PETROL,990,29000,9350000
TOYOTA,LAND CRUISER PRADO,TRJ150,2009,AUTOMATIC,SUV / 4X4,PETROL,2700,160000,27850000
TOYOTA,CHR,GT LED ,2017,AUTOMATIC,SUV / 4X4,PETROL,1200,134000,12750000
TOYOTA,VITZ,VITZ KSP 130,2015,AUTOMATIC,HATCHBACK,PETROL,990,83000,7550000
TOYOTA,LAND CRUISER PRADO,120 TX,2008,AUTOMATIC,SUV / 4X4,PETROL,2690,189000,19600000
TOYOTA,OTHER MODEL,LAND CRUISER PRADO,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9000,49000000
TOYOTA,OTHER MODEL,LAND CRUISER PRADO,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,110,58000000
TOYOTA,AXIO,0,2008,AUTOMATIC,HATCHBACK,PETROL,1500,175000,6575000
TOYOTA,ALLION,"260 A15 "" G"" GRADE ",2007,AUTOMATIC,SALOON,PETROL,1490,176000,8675000
TOYOTA,AQUA,G GRADE,2014,AUTOMATIC,HATCHBACK,PETROL,1500,131000,7375000
TOYOTA,VITZ,TOYOTA,2018,AUTOMATIC,HATCHBACK,PETROL,1000,38688,8600000
TOYOTA,OTHER MODEL,LAND CRUISER LC300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,0,87000000
TOYOTA,HARRIER,ADVANCE ELEGANCE,2017,AUTOMATIC,STATION WAGON,PETROL,2000,105000,29250000
TOYOTA,LAND CRUISER PRADO,2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,0,58000000
TOYOTA,AYGO,X AUTOMATIC,2024,AUTOMATIC,HATCHBACK,PETROL,1000,5000,11900000
TOYOTA,VITZ,TOYOTA,2017,AUTOMATIC,HATCHBACK,PETROL,990,97000,8100000
TOYOTA,WIGO,G GRADE,2017,AUTOMATIC,0,PETROL,1000,79000,6700000
TOYOTA,VITZ,TOYOTA VITZ,2018,AUTOMATIC,HATCHBACK,PETROL,990,83000,8900000
TOYOTA,VITZ,KSP 130,2015,AUTOMATIC,HATCHBACK,PETROL,990,68000,7500000
TOYOTA,AXIO,NON-HYBRID (PETROL),2016,AUTOMATIC,0,PETROL,1300,96000,10800000
TOYOTA,LAND CRUISER PRADO,250,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,58000000
TOYOTA,VITZ,TOYOTA,2016,AUTOMATIC,HATCHBACK,PETROL,650,89000,7550000
TOYOTA,AXIO,X GRADE,2007,AUTOMATIC,SALOON,PETROL,1490,122000,7250000
TOYOTA,LAND CRUISER PRADO,LAND CRUISER PRADO,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,58000000
TOYOTA,YARIS,X,2023,AUTOMATIC,HATCHBACK,PETROL,1000,9700,9750000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,999,51000,7500000
TOYOTA,ALLION,0,2017,AUTOMATIC,SALOON,PETROL,1500,98000,15700000
TOYOTA,LAND CRUISER PRADO,250 VX,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,4500,61000000
TOYOTA,OTHER MODEL,LAND CRUISER V8,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,0,87000000
TOYOTA,LAND CRUISER PRADO,TX,2015,AUTOMATIC,SUV / 4X4,PETROL,2690,75000,44800000
TOYOTA,VITZ,TOYOTA,2008,AUTOMATIC,HATCHBACK,PETROL,1000,237000,5500000
TOYOTA,LAND CRUISER PRADO,150,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9800,49900000
TOYOTA,AXIO,2015 HYBRID,2015,AUTOMATIC,SALOON,PETROL,1500,63000,11000000
TOYOTA,ALLION,0,2010,AUTOMATIC,SALOON,PETROL,1490,190189,10175000
TOYOTA,YARIS,G 2024,2024,AUTOMATIC,HATCHBACK,PETROL,1000,10,10000000
TOYOTA,COROLLA,TOYOTA,2000,AUTOMATIC,SALOON,PETROL,1497,190000,5450000
TOYOTA,PASSO,0,2007,AUTOMATIC,HATCHBACK,PETROL,1000,158300,4650000
TOYOTA,VIOS,0,2007,AUTOMATIC,SALOON,PETROL,1496,131939,6250000
TOYOTA,LAND CRUISER SAHARA,300 ZX PETROL,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,8500,85800000
TOYOTA,LAND CRUISER SAHARA,ZX VJA 300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,0,94500000
TOYOTA,LAND CRUISER PRADO,TRJ150W TXL,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,13000,49800000
TOYOTA,VITZ,0,2007,AUTOMATIC,HATCHBACK,PETROL,1000,118000,5290000
TOYOTA,YARIS,G GRADE,2023,AUTOMATIC,HATCHBACK,PETROL,1000,15000,9500000
TOYOTA,AQUA,UNREGISTERED ,2014,AUTOMATIC,HATCHBACK,PETROL,1500,21000,10375000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,1000,89000,7300000
TOYOTA,PRIUS,2011,2011,AUTOMATIC,SALOON,PETROL,1790,198815,9000000
TOYOTA,VITZ,SAFETY EDITION 3 LED,2019,AUTOMATIC,HATCHBACK,PETROL,1000,33000,9550000
TOYOTA,CHR,2017,2017,AUTOMATIC,SUV / 4X4,PETROL,1,62000,15500000
TOYOTA,CHR,NGX10 GT,2018,AUTOMATIC,0,PETROL,1200,22000,15500000
TOYOTA,PREMIO,G SUPERIOR,2014,AUTOMATIC,SALOON,PETROL,1500,119000,13300000
TOYOTA,AXIO,0,2015,AUTOMATIC,SALOON,PETROL,1500,139659,10350000
TOYOTA,VITZ,0,2018,AUTOMATIC,HATCHBACK,PETROL,1000,46000,8800000
TOYOTA,AXIO,0,2018,AUTOMATIC,SALOON,PETROL,1300,75000,12350000
TOYOTA,RAV4,G GRADE,2010,AUTOMATIC,SUV / 4X4,PETROL,2360,188000,10000000
TOYOTA,VITZ,0,2007,AUTOMATIC,HATCHBACK,PETROL,990,123776,5750000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,990,66319,7895000
TOYOTA,VITZ,0,2018,AUTOMATIC,HATCHBACK,PETROL,990,44486,8990000
TOYOTA,ALLION,240,2003,AUTOMATIC,SALOON,PETROL,1490,140000,7200000
TOYOTA,LAND CRUISER SAHARA,300 ZX,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,10,110000000
TOYOTA,LAND CRUISER PRADO,250 VX,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,10,62000000
TOYOTA,LAND CRUISER PRADO,TX 150,2012,AUTOMATIC,SUV / 4X4,PETROL,2690,74000,37000000
TOYOTA,AXIO,0,2007,AUTOMATIC,SALOON,PETROL,1490,150000,7250000
TOYOTA,AXIO,0,2009,AUTOMATIC,SALOON,PETROL,1500,135000,7800000
TOYOTA,PREMIO,G SUPERIOR ,2011,AUTOMATIC,SALOON,PETROL,1500,176000,11000000
TOYOTA,VIOS,0,2008,AUTOMATIC,SALOON,PETROL,1497,143668,6425000
TOYOTA,YARIS,X GRADA,2022,AUTOMATIC,HATCHBACK,PETROL,1000,15000,9100000
TOYOTA,LAND CRUISER PRADO,150 TX,2015,AUTOMATIC,0,PETROL,2700,86000,48000000
TOYOTA,VITZ,0,2018,AUTOMATIC,0,PETROL,1000,63000,8450000
TOYOTA,LAND CRUISER PRADO,TX 120,2004,AUTOMATIC,SUV / 4X4,PETROL,2700,300000,21000000
TOYOTA,LAND CRUISER PRADO,0,2000,AUTOMATIC,SUV / 4X4,PETROL,3370,188000,11950000
TOYOTA,LAND CRUISER SAHARA,300 ZX PETROL,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,5000,86000000
TOYOTA,LAND CRUISER PRADO,2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,14000,49900000
TOYOTA,VITZ,VITZ 2017,2017,AUTOMATIC,HATCHBACK,PETROL,1000,60000,7800000
TOYOTA,MARK,TOYOTA,2008,AUTOMATIC,SALOON,PETROL,2500,85000,9350000
TOYOTA,AQUA,0,2013,AUTOMATIC,HATCHBACK,PETROL,1490,98086,7890000
TOYOTA,AXIO,0,2015,AUTOMATIC,HATCHBACK,PETROL,1000,123455,10890000
TOYOTA,VITZ,2018,2018,AUTOMATIC,HATCHBACK,PETROL,1000,48000,9200000
TOYOTA,CHR,0,2018,AUTOMATIC,COUP̩/SPORTS,PETROL,1200,60609,16500000
TOYOTA,VITZ,0,2007,AUTOMATIC,HATCHBACK,PETROL,1000,175000,5300000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,1000,90000,7800000
TOYOTA,HARRIER,TOYOTA HARRIER 2015,2015,AUTOMATIC,SUV / 4X4,PETROL,2500,114000,25000000
TOYOTA,VITZ,TOYOTA,2018,AUTOMATIC,HATCHBACK,PETROL,990,33200,8800000
TOYOTA,PREMIO,G SUPERIOR 2019,2019,AUTOMATIC,SALOON,PETROL,1500,136000,17800000
TOYOTA,STARLET,EP91,1997,AUTOMATIC,HATCHBACK,PETROL,1330,231000,3675000
TOYOTA,HARRIER,Z GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,2000,3500,33900000
TOYOTA,RAV4,2005,2005,AUTOMATIC,SUV / 4X4,PETROL,2000,155000,6975000
TOYOTA,VITZ,0,2015,AUTOMATIC,HATCHBACK,PETROL,990,91614,7590000
TOYOTA,VITZ,SAFETY,2018,AUTOMATIC,HATCHBACK,PETROL,1000,31500,9000000
TOYOTA,PASSO,0,2015,AUTOMATIC,HATCHBACK,PETROL,990,103262,6290000
TOYOTA,PIXIS,TOYOTA,2019,AUTOMATIC,HATCHBACK,PETROL,650,11000,6800000
TOYOTA,AXIO,NKE165 2016,2016,AUTOMATIC,SALOON,PETROL,1500,76300,12500000
TOYOTA,AXIO,G GRADE,2007,AUTOMATIC,SALOON,PETROL,1500,133375,7800000
TOYOTA,RAIZE,G GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,1000,16000,11500000
TOYOTA,PASSO,TOYOTA,2009,AUTOMATIC,HATCHBACK,PETROL,1000,217000,4550000
TOYOTA,WIGO,0,2018,AUTOMATIC,HATCHBACK,PETROL,998,95924,7090000
TOYOTA,LAND CRUISER PRADO,TX-L BLACK EDITION,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,8500,53500000
TOYOTA,AXIO,0,2011,AUTOMATIC,SALOON,PETROL,1490,190944,8190000
TOYOTA,VITZ,0,2012,AUTOMATIC,HATCHBACK,PETROL,990,91720,7175000
TOYOTA,VITZ,SAFETY EDITION,2018,AUTOMATIC,HATCHBACK,PETROL,1000,96532,8575000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,990,88603,7990000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,990,95795,8075000
TOYOTA,AQUA,0,2017,AUTOMATIC,HATCHBACK,PETROL,1500,132500,9875000
TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,990,98064,7590000
TOYOTA,PASSO,AUTO,2007,AUTOMATIC,HATCHBACK,PETROL,1000,128000,4500000
TOYOTA,PREMIO,PREMIO G SUPERIOR,2018,AUTOMATIC,SALOON,PETROL,1500,74600,16500000
TOYOTA,AQUA,AQUA,2015,AUTOMATIC,HATCHBACK,PETROL,1490,119000,8950000
TOYOTA,VITZ,0,2015,AUTOMATIC,HATCHBACK,PETROL,1000,52300,7500000
TOYOTA,YARIS,TOYOTA,2012,AUTOMATIC,SALOON,PETROL,1300,128000,7950000
TOYOTA,PREMIO,G SUPERIOR ,2014,AUTOMATIC,SALOON,PETROL,1500,114521,14500000
TOYOTA,LAND CRUISER PRADO,G FRONTIER,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,70000,47500000
TOYOTA,AQUA,S GRADE,2012,AUTOMATIC,HATCHBACK,PETROL,1490,138880,7800000
TOYOTA,ALLION,0,2013,AUTOMATIC,SALOON,PETROL,1500,90450,12050000
TOYOTA,VITZ,SCP90,2010,AUTOMATIC,HATCHBACK,PETROL,1300,88000,5950000
TOYOTA,CAMRY,0,2003,AUTOMATIC,SALOON,PETROL,2995,115108,5990000
TOYOTA,LAND CRUISER PRADO,2015,2015,AUTOMATIC,SUV / 4X4,PETROL,3000,155000,48500000
TOYOTA,LAND CRUISER PRADO,FACELIFT,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,48000,59000000
TOYOTA,LAND CRUISER PRADO,TX FULLY LOADED,2018,AUTOMATIC,SUV / 4X4,PETROL,2800,98000,60000000
TOYOTA,COROLLA,CE-90,1991,AUTOMATIC,SALOON,PETROL,1970,437322,2090000
TOYOTA,CHR,TOYOTA,2017,AUTOMATIC,SUV / 4X4,PETROL,1300,80300,14300000
TOYOTA,VITZ,KSP90,2007,AUTOMATIC,HATCHBACK,PETROL,950,184000,4900000
TOYOTA,WIGO,0,2017,AUTOMATIC,HATCHBACK,PETROL,998,24000,6890000
TOYOTA,LAND CRUISER SAHARA,V8 FACELIFT,2014,AUTOMATIC,SUV / 4X4,PETROL,4600,100600,65000000
TOYOTA,PRIUS,S GRADE,2011,AUTOMATIC,SALOON,PETROL,1500,140000,8980000
TOYOTA,VELLFIRE,EXECUTIVE LOUNGE,2024,AUTOMATIC,MPV,PETROL,2500,100,68900000
TOYOTA,AQUA,0,2012,AUTOMATIC,HATCHBACK,PETROL,1500,150000,7400000
TOYOTA,LAND CRUISER PRADO,TX 150,2015,AUTOMATIC,STATION WAGON,PETROL,2690,34000,485000000
TOYOTA,WIGO,2018,2018,AUTOMATIC,HATCHBACK,PETROL,1000,50000,7000000
TOYOTA,FJ CRUISER,V6,2014,AUTOMATIC,SUV / 4X4,PETROL,3990,79950,29500000
TOYOTA,ALLION,G GRADE ANNIVERSARY,2005,AUTOMATIC,SALOON,PETROL,1500,153280,8250000
TOYOTA,LAND CRUISER PRADO,2017,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,75000,47950000
TOYOTA,PREMIO,G SUPERIOR,2017,AUTOMATIC,SALOON,PETROL,1500,74000,16800000
TOYOTA,AQUA,2013,2013,AUTOMATIC,HATCHBACK,PETROL,1500,180000,7300000
TOYOTA,PREMIO,260 G SUPERIOR ,2013,AUTOMATIC,SALOON,PETROL,1500,162000,12650000
TOYOTA,PREMIO,G SUPERIOR,2015,AUTOMATIC,SALOON,PETROL,1590,117000,14800000
TOYOTA,VITZ,2016,2016,AUTOMATIC,HATCHBACK,PETROL,1000,54625,7675000
TOYOTA,LAND CRUISER PRADO,G - FRONTIER,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,86000,57500000
TOYOTA,VITZ,TOYOTA,2018,AUTOMATIC,HATCHBACK,PETROL,990,15400,10500000
TOYOTA,LAND CRUISER PRADO,TRJ150 LATEST FACE,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,8000,67450000
TOYOTA,LAND CRUISER PRADO,TOYOTA,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,51000,57000000
