,brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,Mileage,vehicle_price,COMBINED
1398,TOYOTA,HILUX,VIGO,2007,MANUAL,0,DIESEL,2497,120000,11500000,HILUX VIGO
1399,TOYOTA,LAND CRUISER PRADO,TRJ 120 GX,2007,MANUAL,SUV / 4X4,DIESEL,3000,137000,17000000,LAND CRUISER PRADO TRJ 120 GX
1400,TOYOTA,LAND CRUISER PRADO,2015,2015,MANUAL,SUV / 4X4,DIESEL,3000,130000,39800000,LAND CRUISER PRADO 2015
1401,TOYOTA,COROLLA,TOYOTA COROLLA,1993,MANUAL,STATION WAGON,DIESEL,1300,175000,1800000,COROLLA TOYOTA COROLLA
1402,TOYOTA,LAND CRUISER PRADO,BOX SHORT WHEEL LJ70,1986,MANUAL,SUV / 4X4,DIESEL,2500,234500,7950000,LAND CRUISER PRADO BOX SHORT WHEEL LJ70
1403,TOYOTA,COROLLA,CE90,1991,MANUAL,SALOON,DIESEL,1830,100000,1700000,COROLLA CE90
1404,TOYOTA,LAND CRUISER PRADO,TOYOTA,1981,MANUAL,SUV / 4X4,DIESEL,3000,151200,5700000,LAND CRUISER PRADO TOYOTA
1405,TOYOTA,COROLLA,CE-90,1991,MANUAL,SALOON,DIESEL,1970,437322,2090000,COROLLA CE-90
1406,TOYOTA,CARINA,170,1990,MANUAL,SALOON,DIESEL,1500,277200,2000000,CARINA 170
1407,TOYOTA,LAND CRUISER PRADO,0,2013,MANUAL,SUV / 4X4,DIESEL,3000,59000,34000000,LAND CRUISER PRADO 0
1408,TOYOTA,HILUX,VIGO 4WD,2007,MANUAL,SUV / 4X4,DIESEL,2982,208000,10500000,HILUX VIGO 4WD
1409,TOYOTA,COROLLA,CE110,1996,MANUAL,SALOON,DIESEL,1970,330000,2890000,COROLLA CE110
1410,TOYOTA,STARLET,SPORT MODEL,1988,MANUAL,HATCHBACK,DIESEL,1500,310800,1575000,STARLET SPORT MODEL
1411,TOYOTA,LAND CRUISER PRADO,TX 150,2014,MANUAL,SUV / 4X4,DIESEL,2985,199000,41700000,LAND CRUISER PRADO TX 150
1412,TOYOTA,HILUX,2017,2017,MANUAL,0,DIESEL,2500,150000,18500000,HILUX 2017
1413,TOYOTA,HILUX,0,2008,MANUAL,SUV / 4X4,DIESEL,2500,113000,9800000,HILUX 0
1414,TOYOTA,COROLLA,EE96,1987,MANUAL,SALOON,DIESEL,1290,200000,2550000,COROLLA EE96
1415,TOYOTA,HILUX,0,2011,MANUAL,SUV / 4X4,DIESEL,3956,131500,11000000,HILUX 0
1416,TOYOTA,OTHER MODEL,LH 55 DOUBLE CAB,1985,MANUAL,SALOON,DIESEL,2500,380000,1800000,OTHER MODEL LH 55 DOUBLE CAB
1417,TOYOTA,LAND CRUISER PRADO,1983,1983,MANUAL,SUV / 4X4,DIESEL,3000,352800,5850000,LAND CRUISER PRADO 1983
1418,TOYOTA,LAND CRUISER PRADO,6FWD FULLY LOADED,2017,TIPTRONIC,SUV / 4X4,PETROL,2700,36000,45500000,LAND CRUISER PRADO 6FWD FULLY LOADED
1419,TOYOTA,LAND CRUISER SAHARA,URJ202 V8 ZX,2016,TIPTRONIC,SUV / 4X4,PETROL,4600,37900,95000000,LAND CRUISER SAHARA URJ202 V8 ZX
1420,TOYOTA,LAND CRUISER SAHARA,ZX BRAND NEW,2024,TIPTRONIC,SUV / 4X4,PETROL,3500,0,107000000,LAND CRUISER SAHARA ZX BRAND NEW
1421,TOYOTA,LAND CRUISER PRADO,250 FIRST EDITION,2024,TIPTRONIC,SUV / 4X4,PETROL,2700,2000,68500000,LAND CRUISER PRADO 250 FIRST EDITION
1422,TOYOTA,HARRIER,ADVANCE PREMIUM,2023,TIPTRONIC,SUV / 4X4,PETROL,2000,8000,38500000,HARRIER ADVANCE PREMIUM
1423,TOYOTA,LAND CRUISER PRADO,150,2013,TIPTRONIC,SUV / 4X4,PETROL,2700,144000,39000000,LAND CRUISER PRADO 150
1424,TOYOTA,HARRIER,2001,2001,TIPTRONIC,SUV / 4X4,PETROL,2400,169000,6250000,HARRIER 2001
1425,TOYOTA,LAND CRUISER PRADO,2024,2024,TIPTRONIC,SUV / 4X4,PETROL,2700,5200,64000000,LAND CRUISER PRADO 2024
1426,TOYOTA,LAND CRUISER PRADO, TX 150,2020,TIPTRONIC,SUV / 4X4,PETROL,2700,93300,60000000,LAND CRUISER PRADO  TX 150
1427,TOYOTA,LAND CRUISER SAHARA,ZX,2023,TIPTRONIC,SUV / 4X4,PETROL,3500,6000,91500000,LAND CRUISER SAHARA ZX
1428,TOYOTA,LAND CRUISER PRADO,TX-L,2023,TIPTRONIC,SUV / 4X4,PETROL,2700,7500,63500000,LAND CRUISER PRADO TX-L
1429,TOYOTA,LAND CRUISER PRADO,250 VX 1ST EDITION,2024,TIPTRONIC,SUV / 4X4,PETROL,2700,1000,68500000,LAND CRUISER PRADO 250 VX 1ST EDITION
1430,TOYOTA,LAND CRUISER PRADO,VX 1ST EDITION NEW ,2024,TIPTRONIC,SUV / 4X4,PETROL,2700,1000,68500000,LAND CRUISER PRADO VX 1ST EDITION NEW
1431,TOYOTA,YARIS,CROSS Z ADVENTURE,2024,TIPTRONIC,STATION WAGON,PETROL,1500,10000,16990000,YARIS CROSS Z ADVENTURE
1432,TOYOTA,LAND CRUISER SAHARA,ZX,2024,TIPTRONIC,SUV / 4X4,PETROL,3300,10000,91500000,LAND CRUISER SAHARA ZX
1433,TOYOTA,CHR,GT TURBO,2016,TIPTRONIC,HATCHBACK,PETROL,1200,75000,15650000,CHR GT TURBO
1434,TOYOTA,LAND CRUISER PRADO,CRUISER VX VJA300W,2023,TIPTRONIC,SUV / 4X4,PETROL,3500,10000,83500000,LAND CRUISER PRADO CRUISER VX VJA300W
1435,TOYOTA,LAND CRUISER PRADO,VX BRAND NEW,2024,TIPTRONIC,SUV / 4X4,PETROL,2700,0,66000000,LAND CRUISER PRADO VX BRAND NEW
1436,TOYOTA,LAND CRUISER SAHARA,ZX HIGHEST SPEC,2024,TIPTRONIC,SUV / 4X4,PETROL,3500,0,98500000,LAND CRUISER SAHARA ZX HIGHEST SPEC
1437,TOYOTA,VOXY,FULLY LOADED ,2024,TIPTRONIC,MPV,PETROL,1800,3500,31800000,VOXY FULLY LOADED
1438,TOYOTA,LAND CRUISER SAHARA,V8 ZX,2012,TIPTRONIC,SUV / 4X4,PETROL,4700,125000,56500000,LAND CRUISER SAHARA V8 ZX
1439,TOYOTA,RAV4,2.4 VVTI G GRADE,2008,TIPTRONIC,SUV / 4X4,PETROL,2400,158000,8850000,RAV4 2.4 VVTI G GRADE
1440,TOYOTA,LAND CRUISER PRADO,TX 150,2015,TIPTRONIC,STATION WAGON,PETROL,2690,76000,49000000,LAND CRUISER PRADO TX 150
1441,TOYOTA,LAND CRUISER PRADO,LC250 VX,2024,TIPTRONIC,SUV / 4X4,PETROL,2790,0,68000000,LAND CRUISER PRADO LC250 VX
1442,TOYOTA,LAND CRUISER PRADO,TOYOTA,2014,TIPTRONIC,SUV / 4X4,PETROL,2690,65000,42500000,LAND CRUISER PRADO TOYOTA
1443,TOYOTA,LAND CRUISER PRADO,250 VX,2024,TIPTRONIC,SUV / 4X4,PETROL,2700,0,66000000,LAND CRUISER PRADO 250 VX
1444,TOYOTA,LAND CRUISER SAHARA,LC 300 ZX,2025,TIPTRONIC,SUV / 4X4,PETROL,3500,0,112500000,LAND CRUISER SAHARA LC 300 ZX
1445,TOYOTA,LAND CRUISER PRADO,TXL 150 FULLYLOADED,2012,TIPTRONIC,SUV / 4X4,PETROL,2700,175000,36000000,LAND CRUISER PRADO TXL 150 FULLYLOADED
1446,TOYOTA,LAND CRUISER PRADO,G FRONTIER ,2017,TIPTRONIC,SUV / 4X4,PETROL,2700,120000,57500000,LAND CRUISER PRADO G FRONTIER
1447,TOYOTA,LAND CRUISER PRADO,2016,2016,TIPTRONIC,SUV / 4X4,PETROL,2700,81000,48000000,LAND CRUISER PRADO 2016
1448,TOYOTA,ROOMY,CUSTOM GT 1000CC,2023,TIPTRONIC,MPV,PETROL,1000,15000,9400000,ROOMY CUSTOM GT 1000CC
1449,TOYOTA,LAND CRUISER PRADO,250 VX FIRST EDITION,2023,TIPTRONIC,SUV / 4X4,PETROL,2700,10000,58500000,LAND CRUISER PRADO 250 VX FIRST EDITION
1450,TOYOTA,LAND CRUISER PRADO,TOYOTA PRADO TRJ150,2017,TIPTRONIC,SUV / 4X4,PETROL,2700,79000,47500000,LAND CRUISER PRADO TOYOTA PRADO TRJ150
1451,TOYOTA,LAND CRUISER PRADO,G FRONTIER TX,2017,TIPTRONIC,SUV / 4X4,PETROL,2700,87700,56000000,LAND CRUISER PRADO G FRONTIER TX
1452,TOYOTA,VIOS,G GRADE LIMITED,2007,TIPTRONIC,SALOON,PETROL,1500,140000,6150000,VIOS G GRADE LIMITED
1453,TOYOTA,LAND CRUISER PRADO,TRJ150 TX LIMITED,2024,TIPTRONIC,SUV / 4X4,PETROL,2790,100,60000000,LAND CRUISER PRADO TRJ150 TX LIMITED
1454,TOYOTA,LAND CRUISER PRADO,TX 150,2017,TIPTRONIC,SUV / 4X4,PETROL,2700,140000,27500000,LAND CRUISER PRADO TX 150
1455,TOYOTA,LAND CRUISER PRADO,TX 150   (6 FORWARD),2015,TIPTRONIC,SUV / 4X4,PETROL,2700,100000,46500000,LAND CRUISER PRADO TX 150   (6 FORWARD)
1456,TOYOTA,LAND CRUISER PRADO,0,2017,TIPTRONIC,SUV / 4X4,PETROL,2690,20000,57500000,LAND CRUISER PRADO 0
1457,TOYOTA,CHR,GT,2017,TIPTRONIC,SUV / 4X4,PETROL,1200,114900,14200000,CHR GT
1458,TOYOTA,CHR,0,2018,TIPTRONIC,SUV / 4X4,PETROL,1200,97000,14200000,CHR 0
1459,TOYOTA,LAND CRUISER SAHARA,LC300,2024,TIPTRONIC,SUV / 4X4,PETROL,3500,0,110000000,LAND CRUISER SAHARA LC300
1460,TOYOTA,LAND CRUISER PRADO,LAND CRUISER PRADO,2011,TIPTRONIC,SUV / 4X4,PETROL,2700,85830,32500000,LAND CRUISER PRADO LAND CRUISER PRADO
1461,TOYOTA,LAND CRUISER SAHARA,V8,2010,TIPTRONIC,SUV / 4X4,PETROL,4800,95000,47000000,LAND CRUISER SAHARA V8
1462,TOYOTA,LAND CRUISER PRADO,TOYOTA,2015,TIPTRONIC,SUV / 4X4,PETROL,2700,106000,45000000,LAND CRUISER PRADO TOYOTA
1463,TOYOTA,PREMIO,G SUPERIOR,2018,TIPTRONIC,SALOON,PETROL,1500,69000,17800000,PREMIO G SUPERIOR
1464,TOYOTA,LAND CRUISER PRADO,6 FORWARD ,2015,TIPTRONIC,SUV / 4X4,PETROL,2700,97000,46500000,LAND CRUISER PRADO 6 FORWARD
1465,TOYOTA,LAND CRUISER SAHARA,ZX,2017,TIPTRONIC,SUV / 4X4,PETROL,4600,87000,87500000,LAND CRUISER SAHARA ZX
1466,TOYOTA,LAND CRUISER PRADO,ZX GDJ250W DIESEL ,2024,TIPTRONIC,MPV,DIESEL,2800,10000,74000000,LAND CRUISER PRADO ZX GDJ250W DIESEL
1467,TOYOTA,HILUX,ROCCO BRAND NEW,2025,TIPTRONIC,SUV / 4X4,DIESEL,2800,0,27800000,HILUX ROCCO BRAND NEW
1468,TOYOTA,HILUX,ROCCO,2024,TIPTRONIC,SUV / 4X4,DIESEL,2800,0,28250000,HILUX ROCCO
1469,TOYOTA,LAND CRUISER SAHARA,SAHARA V8,2015,TIPTRONIC,SUV / 4X4,DIESEL,4500,42000,82500000,LAND CRUISER SAHARA SAHARA V8
1470,TOYOTA,HILUX,ROCCO CAB,2025,TIPTRONIC,SUV / 4X4,DIESEL,2800,10,25250000,HILUX ROCCO CAB
1471,TOYOTA,LAND CRUISER SAHARA,HIGHEST SPEC,2016,TIPTRONIC,SUV / 4X4,DIESEL,4600,120000,80000000,LAND CRUISER SAHARA HIGHEST SPEC
1472,TOYOTA,LAND CRUISER PRADO,CRUISER ZX FJA300W,2023,TIPTRONIC,SUV / 4X4,DIESEL,3300,10000,90500000,LAND CRUISER PRADO CRUISER ZX FJA300W
1473,TOYOTA,HILUX,GR SPORT,2024,TIPTRONIC,SUV / 4X4,DIESEL,2800,0,29500000,HILUX GR SPORT
1474,TOYOTA,HILUX,GR SPORT ,2024,TIPTRONIC,SUV / 4X4,DIESEL,2800,0,29500000,HILUX GR SPORT
1475,TOYOTA,LAND CRUISER SAHARA,LC300 ZX DIESEL,2024,TIPTRONIC,SUV / 4X4,DIESEL,3300,0,116500000,LAND CRUISER SAHARA LC300 ZX DIESEL
1476,TOYOTA,HILUX,2.4 GR SPORT  JAPAN,2024,TIPTRONIC,MPV,DIESEL,2400,0,22900000,HILUX 2.4 GR SPORT  JAPAN
1477,TOYOTA,HILUX,REVO GR SPORT 2.8,2024,TIPTRONIC,SUV / 4X4,DIESEL,2800,15000,23200000,HILUX REVO GR SPORT 2.8
1478,TOYOTA,LAND CRUISER PRADO,PRADO TX JEEP,2012,TIPTRONIC,SUV / 4X4,DIESEL,3000,86904,41500000,LAND CRUISER PRADO PRADO TX JEEP
1479,TOYOTA,LAND CRUISER PRADO,TX,2015,TIPTRONIC,SUV / 4X4,DIESEL,3000,135000,49500000,LAND CRUISER PRADO TX
1480,TOYOTA,LAND CRUISER PRADO,150 DIESEL,2012,TIPTRONIC,SUV / 4X4,DIESEL,3000,143000,40500000,LAND CRUISER PRADO 150 DIESEL
1481,TOYOTA,LAND CRUISER SAHARA,DIESEL 7SEATER,2024,TIPTRONIC,SUV / 4X4,DIESEL,3300,50,13950000,LAND CRUISER SAHARA DIESEL 7SEATER
1482,TOYOTA,LAND CRUISER PRADO,250 FIRST EDITION ZX,2024,TIPTRONIC,SUV / 4X4,DIESEL,2800,15000,78000000,LAND CRUISER PRADO 250 FIRST EDITION ZX
1483,TOYOTA,HILUX,GR SPORT,2024,TIPTRONIC,SUV / 4X4,DIESEL,2800,0,27900000,HILUX GR SPORT
1484,TOYOTA,LAND CRUISER SAHARA,VX,2017,TIPTRONIC,SUV / 4X4,DIESEL,4500,157000,115000000,LAND CRUISER SAHARA VX
1485,TOYOTA,LAND CRUISER PRADO,2013,2013,TIPTRONIC,SUV / 4X4,DIESEL,3000,237000,39500000,LAND CRUISER PRADO 2013
1486,TOYOTA,LAND CRUISER PRADO,SAHARA DIESEL,2024,TIPTRONIC,SUV / 4X4,DIESEL,3500,1001,130000000,LAND CRUISER PRADO SAHARA DIESEL
1487,TOYOTA,LAND CRUISER SAHARA,0,2014,TIPTRONIC,SUV / 4X4,DIESEL,4200,120000,76000000,LAND CRUISER SAHARA 0
1488,TOYOTA,LAND CRUISER SAHARA,V8,2016,TIPTRONIC,0,DIESEL,4400,124000,87500000,LAND CRUISER SAHARA V8
1489,TOYOTA,LAND CRUISER SAHARA,VX ,2013,TIPTRONIC,SUV / 4X4,DIESEL,4500,125000,67500000,LAND CRUISER SAHARA VX
1490,TOYOTA,VOXY,TOYOTA,2014,TIPTRONIC,MPV,HYBRID,1800,108000,16500000,VOXY TOYOTA
1491,TOYOTA,YARIS,CROSS Z ,2024,TIPTRONIC,HATCHBACK,HYBRID,1500,800,18000000,YARIS CROSS Z
1492,TOYOTA,RAIZE,Z 1200CC HYBRID,2023,TIPTRONIC,SUV / 4X4,HYBRID,1200,15000,11950000,RAIZE Z 1200CC HYBRID
1493,TOYOTA,YARIS,CROSS Z HYBRID JAPAN,2023,TIPTRONIC,SUV / 4X4,HYBRID,1500,15000,15200000,YARIS CROSS Z HYBRID JAPAN
1494,TOYOTA,VOXY,G GRADE,2014,TIPTRONIC,MPV,HYBRID,1800,120000,18200000,VOXY G GRADE
1495,TOYOTA,CROWN,ATHLETE G,2015,TIPTRONIC,SALOON,HYBRID,2500,135000,39500000,CROWN ATHLETE G
1496,NISSAN,MARCH,SMART KEY,2010,AUTOMATIC,HATCHBACK,PETROL,1300,125000,4725000,MARCH SMART KEY
1497,NISSAN,MARCH,K11,2006,AUTOMATIC,HATCHBACK,PETROL,1000,190000,3200000,MARCH K11
1498,NISSAN,TIIDA,0,2008,AUTOMATIC,SALOON,PETROL,1500,128000,5500000,TIIDA 0
1499,NISSAN,SUNNY,SUPER SALOON,2007,AUTOMATIC,SALOON,PETROL,1295,115000,4600000,SUNNY SUPER SALOON
1500,NISSAN,SUNNY,SUPER SALOON,2002,AUTOMATIC,SALOON,PETROL,1500,110000,3750000,SUNNY SUPER SALOON
1501,NISSAN,JUKE,TECHNA PLUS UK BOSE,2020,AUTOMATIC,SUV / 4X4,PETROL,1000,44000,15500000,JUKE TECHNA PLUS UK BOSE
1502,NISSAN,MARCH,0,2001,AUTOMATIC,0,PETROL,990,133269,3050000,MARCH 0
1503,NISSAN,X-TRAIL,NT32  ( PETROL ),2017,AUTOMATIC,SUV / 4X4,PETROL,2000,20000,18500000,X-TRAIL NT32  ( PETROL )
1504,NISSAN,TEANA,XV250 V6,2013,AUTOMATIC,SALOON,PETROL,2500,117000,11500000,TEANA XV250 V6
1505,NISSAN,ALMERA,E NEW,2024,AUTOMATIC,SALOON,PETROL,1000,20,12000000,ALMERA E NEW
1506,NISSAN,ALMERA,E,2025,AUTOMATIC,SALOON,PETROL,1000,20,12000000,ALMERA E
1507,NISSAN,DAYZ,0,2017,AUTOMATIC,HATCHBACK,PETROL,650,116853,6595000,DAYZ 0
1508,NISSAN,X-TRAIL,0,2010,AUTOMATIC,SUV / 4X4,PETROL,2500,152000,8190000,X-TRAIL 0
1509,NISSAN,X-TRAIL,NISSAN X-TRAIL,2014,AUTOMATIC,SUV / 4X4,PETROL,2000,156000,12200000,X-TRAIL NISSAN X-TRAIL
1510,NISSAN,X-TRAIL,0,2014,AUTOMATIC,SUV / 4X4,PETROL,2000,145000,12750000,X-TRAIL 0
1511,NISSAN,X-TRAIL,0,2001,AUTOMATIC,SUV / 4X4,PETROL,2000,159000,5650000,X-TRAIL 0
1512,NISSAN,TIIDA,0,2009,AUTOMATIC,SALOON,PETROL,1598,168000,6290000,TIIDA 0
1513,NISSAN,WINGROAD,Y12,2011,AUTOMATIC,STATION WAGON,PETROL,1500,123000,5790000,WINGROAD Y12
1514,NISSAN,DAYZ,2015,2015,AUTOMATIC,HATCHBACK,PETROL,650,68157,5675000,DAYZ 2015
1515,NISSAN,MARCH,AK12,2007,AUTOMATIC,HATCHBACK,PETROL,1300,180000,4100000,MARCH AK12
1516,NISSAN,ALMERA,1L E,2025,AUTOMATIC,SALOON,PETROL,1000,0,12985000,ALMERA 1L E
1517,NISSAN,ALMERA,VL,2023,AUTOMATIC,SALOON,PETROL,1000,28000,11700000,ALMERA VL
1518,NISSAN,QASHQAI,0,2018,AUTOMATIC,HATCHBACK,PETROL,1,84200,15500000,QASHQAI 0
1519,NISSAN,SUNNY,N16 AUTO,2001,AUTOMATIC,SALOON,PETROL,1500,135000,3795000,SUNNY N16 AUTO
1520,NISSAN,X-TRAIL,0,2016,AUTOMATIC,0,PETROL,1990,125000,11000000,X-TRAIL 0
1521,NISSAN,MARCH,EMBASSY,2018,AUTOMATIC,HATCHBACK,PETROL,1200,46000,7800000,MARCH EMBASSY
1522,NISSAN,QASHQAI,TEKNA PLUS (TURBO),2018,AUTOMATIC,HATCHBACK,PETROL,1200,67000,17000000,QASHQAI TEKNA PLUS (TURBO)
1523,NISSAN,JUKE,TEKNA,2025,AUTOMATIC,SUV / 4X4,PETROL,1000,2,23250000,JUKE TEKNA
1524,NISSAN,SUNNY,0,1996,AUTOMATIC,0,PETROL,1300,180966,3000000,SUNNY 0
1525,NISSAN,AD WAGON,0,2002,AUTOMATIC,STATION WAGON,PETROL,1290,288680,3600000,AD WAGON 0
1526,NISSAN,TIIDA,LATIO,2006,AUTOMATIC,SALOON,PETROL,1500,188000,4400000,TIIDA LATIO
1527,NISSAN,DAYZ,0,2018,AUTOMATIC,HATCHBACK,PETROL,650,49600,7250000,DAYZ 0
1528,NISSAN,SUNNY,SUPER SALOON SPLEND,2000,AUTOMATIC,SALOON,PETROL,1500,199990,4000000,SUNNY SUPER SALOON SPLEND
1529,NISSAN,TIIDA,LATIO KF-,2007,AUTOMATIC,SALOON,PETROL,1490,170000,4975000,TIIDA LATIO KF-
1530,NISSAN,CEFIRO,0,2002,AUTOMATIC,SALOON,PETROL,1790,110000,3390000,CEFIRO 0
1531,NISSAN,CEFIRO,J31,2007,AUTOMATIC,SALOON,PETROL,2000,120000,7500000,CEFIRO J31
1532,NISSAN,X-TRAIL,TIL HYBRID BRAND NEW,2025,AUTOMATIC,SUV / 4X4,PETROL,2000,0,31000000,X-TRAIL TIL HYBRID BRAND NEW
1533,NISSAN,JUKE,SPORT EDITION,2025,AUTOMATIC,SUV / 4X4,PETROL,1000,0,23500000,JUKE SPORT EDITION
1534,NISSAN,DUALIS,2WD 4WD,2011,AUTOMATIC,SUV / 4X4,PETROL,2000,135000,8500000,DUALIS 2WD 4WD
1535,NISSAN,QASHQAI,FULLY LOADED,2010,AUTOMATIC,SUV / 4X4,PETROL,2000,130000,8475000,QASHQAI FULLY LOADED
1536,NISSAN,PULSAR,CJ2,1996,AUTOMATIC,SALOON,PETROL,1500,178625,2640000,PULSAR CJ2
1537,NISSAN,DAYZ,0,2018,AUTOMATIC,HATCHBACK,PETROL,650,100112,5950000,DAYZ 0
1538,NISSAN,DAYZ,0,2017,AUTOMATIC,HATCHBACK,PETROL,650,63441,5950000,DAYZ 0
1539,NISSAN,X-TRAIL,FULLY PETROL 7SEATER,2014,AUTOMATIC,SUV / 4X4,PETROL,2000,132000,12650000,X-TRAIL FULLY PETROL 7SEATER
1540,NISSAN,370Z,2013,2013,AUTOMATIC,COUP̩/SPORTS,PETROL,3700,12000,35000000,370Z 2013
1541,NISSAN,DAYZ,ROOX,2017,AUTOMATIC,HATCHBACK,PETROL,650,52500,6425000,DAYZ ROOX
1542,NISSAN,MARCH,0,2002,AUTOMATIC,HATCHBACK,PETROL,1240,138000,3475000,MARCH 0
1543,NISSAN,DAYZ,LIMITED,2015,AUTOMATIC,HATCHBACK,PETROL,650,58000,5950000,DAYZ LIMITED
1544,NISSAN,MARCH, K-11,1993,AUTOMATIC,HATCHBACK,PETROL,990,225000,2275000,MARCH  K-11
1545,NISSAN,DUALIS,DUALIS,2007,AUTOMATIC,SUV / 4X4,PETROL,2000,160000,6700000,DUALIS DUALIS
1546,NISSAN,DAYZ,0,2017,AUTOMATIC,HATCHBACK,PETROL,650,93000,5975000,DAYZ 0
1547,NISSAN,MARCH,NISSAN,2001,AUTOMATIC,HATCHBACK,PETROL,1000,153000,2975000,MARCH NISSAN
1548,NISSAN,OTHER MODEL,FB 14,1995,AUTOMATIC,SALOON,PETROL,1300,185000,2400000,OTHER MODEL FB 14
1549,NISSAN,PRESEA,NISSAN,1999,AUTOMATIC,SALOON,PETROL,1500,150000,2450000,PRESEA NISSAN
1550,NISSAN,DAYZ,HIGHWAY STAR,2019,AUTOMATIC,HATCHBACK,PETROL,650,105600,6500000,DAYZ HIGHWAY STAR
1551,NISSAN,DAYZ,HIGHWAY STAR X,2023,AUTOMATIC,HATCHBACK,PETROL,660,4000,8000000,DAYZ HIGHWAY STAR X
1552,NISSAN,SUNNY,N16,2006,AUTOMATIC,SALOON,PETROL,1300,186012,4400000,SUNNY N16
1553,NISSAN,DAYZ,X LIMITED,2024,AUTOMATIC,HATCHBACK,PETROL,660,0,8490000,DAYZ X LIMITED
1554,NISSAN,X-TRAIL,NISSAN,2016,AUTOMATIC,SUV / 4X4,PETROL,2000,120000,11900000,X-TRAIL NISSAN
1555,NISSAN,SUNNY,FB15 NEW SHELL 1500C,2004,AUTOMATIC,SALOON,PETROL,1500,187000,4475000,SUNNY FB15 NEW SHELL 1500C
1556,NISSAN,SUNNY,1996,1996,AUTOMATIC,SALOON,PETROL,1490,250000,2900000,SUNNY 1996
1557,NISSAN,SUNNY,FB15 NEWSHEL S/SALON,2002,AUTOMATIC,SALOON,PETROL,1490,190000,4375000,SUNNY FB15 NEWSHEL S/SALON
1558,NISSAN,SYLPHY,0,2013,AUTOMATIC,SALOON,PETROL,1600,143000,10100000,SYLPHY 0
1559,NISSAN,SUNNY,FB15 SUPER SALOON,1998,AUTOMATIC,SALOON,PETROL,1500,235000,4290000,SUNNY FB15 SUPER SALOON
1560,NISSAN,CEFIRO,0,2003,AUTOMATIC,SALOON,PETROL,2000,120000,4650000,CEFIRO 0
1561,NISSAN,DAYZ,X 2022,2022,AUTOMATIC,HATCHBACK,PETROL,660,6,8200000,DAYZ X 2022
1562,NISSAN,PATROL,0,2011,AUTOMATIC,SUV / 4X4,PETROL,4800,204000,25000000,PATROL 0
1563,NISSAN,QASHQAI,0,2018,AUTOMATIC,SUV / 4X4,PETROL,1200,100000,16800000,QASHQAI 0
1564,NISSAN,QASHQAI,1200CC PETROL ,2017,AUTOMATIC,SUV / 4X4,PETROL,1200,79000,15500000,QASHQAI 1200CC PETROL
1565,NISSAN,JUKE,0,2020,AUTOMATIC,SUV / 4X4,PETROL,1000,61000,13949999,JUKE 0
1566,NISSAN,SUNNY,N16 SUPER SALOON,2001,AUTOMATIC,SALOON,PETROL,1500,162000,3950000,SUNNY N16 SUPER SALOON
1567,NISSAN,DAYZ,NISSAN,2017,AUTOMATIC,HATCHBACK,PETROL,660,115000,5800000,DAYZ NISSAN
1568,NISSAN,DAYZ,NISSAN,2017,AUTOMATIC,HATCHBACK,PETROL,660,41000,6200000,DAYZ NISSAN
1569,NISSAN,DAYZ,0,2015,AUTOMATIC,HATCHBACK,PETROL,650,95974,6475000,DAYZ 0
1570,NISSAN,DAYZ,0,2015,AUTOMATIC,HATCHBACK,PETROL,650,88738,6390000,DAYZ 0
1571,NISSAN,DAYZ,0,2017,AUTOMATIC,HATCHBACK,PETROL,650,88000,6100000,DAYZ 0
1572,NISSAN,X-TRAIL,NT30 2008,2004,AUTOMATIC,SUV / 4X4,PETROL,2000,165000,6275000,X-TRAIL NT30 2008
1573,NISSAN,DAYZ,HIGHYWAY  SATAR X,2024,AUTOMATIC,HATCHBACK,PETROL,660,18000,7450000,DAYZ HIGHYWAY  SATAR X
1574,NISSAN,PULSAR,NISSAN,2000,AUTOMATIC,SALOON,PETROL,1500,150000,2475000,PULSAR NISSAN
1575,NISSAN,SUNNY,1997,1997,AUTOMATIC,0,PETROL,1500,92000,3150000,SUNNY 1997
1576,NISSAN,SUNNY,SUPER SALOON N17,2011,AUTOMATIC,SALOON,PETROL,1300,130000,5650000,SUNNY SUPER SALOON N17
1577,NISSAN,X-TRAIL,2013,2013,AUTOMATIC,SUV / 4X4,PETROL,1990,143000,11900000,X-TRAIL 2013
1578,NISSAN,QASHQAI,TEKNA,2018,AUTOMATIC,SUV / 4X4,PETROL,1200,113000,17800000,QASHQAI TEKNA
1579,NISSAN,DAYZ,DAYZ,2016,AUTOMATIC,0,PETROL,650,87600,6500000,DAYZ DAYZ
1580,NISSAN,SUNNY,N17,2010,AUTOMATIC,SALOON,PETROL,1300,121000,5495000,SUNNY N17
1581,NISSAN,MARCH,ANNIVERSARY MIA,2000,AUTOMATIC,HATCHBACK,PETROL,990,140000,3200000,MARCH ANNIVERSARY MIA
1582,NISSAN,MARCH,K11,2005,AUTOMATIC,HATCHBACK,PETROL,1000,142000,3265000,MARCH K11
1583,NISSAN,PRIMERA,NISSAN,2001,AUTOMATIC,SALOON,PETROL,1990,145660,3500000,PRIMERA NISSAN
1584,NISSAN,DAYZ,0,2018,AUTOMATIC,HATCHBACK,PETROL,660,53000,6000000,DAYZ 0
1585,NISSAN,NOTE,FULL OPTION,2007,AUTOMATIC,HATCHBACK,PETROL,1500,160000,4500000,NOTE FULL OPTION
