date_posted,brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,mileage_km,vehicle_price
2025-11-19,HONDA,VEZEL,Z BRAND NEW ,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18250000
2025-11-19,HONDA,VEZEL,VEZEL Z PREMIUM,2024,AUTOMATIC,STATION WAGON,HYBRID,1500,6000,18750000
2025-11-21,HONDA,VEZEL,Z PLAY MOONROOF ,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21800000
2025-11-19,HONDA,VEZEL,0,2014,AUTOMATIC,HATCHBACK,HYBRID,1500,137039,9875000
2025-11-19,HONDA,VEZEL,RV5 - Z - IPPP - A1,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,17700000
2025-11-19,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,9000,19900000
2025-11-19,HONDA,VEZEL,RV5 - X - IPPP - A1,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,15600000
2025-11-19,HONDA,VEZEL,Z-GRADE,2024,AUTOMATIC,HATCHBACK,HYBRID,1500,3500,19350000
2025-11-19,HONDA,GRACE,MODULO BODYKIT,2014,AUTOMATIC,SALOON,HYBRID,1500,125000,9375000
2025-11-18,HONDA,VEZEL,Z PACKAGE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20650000
2025-11-18,HONDA,VEZEL,Z PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20600000
2025-11-18,HONDA,VEZEL,RS,2018,AUTOMATIC,SUV / 4X4,HYBRID,1500,106986,13200000
2025-11-18,HONDA,VEZEL,0,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18950000
2025-11-18,HONDA,VEZEL,Z PLAY  MOONROOF,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,25,20000000
2025-11-18,HONDA,VEZEL,Z GRADE HYBRID,2023,AUTOMATIC,SUV / 4X4,HYBRID,1490,1401,18490000
2025-11-18,HONDA,FIT,GP 5 S GRADE,2015,AUTOMATIC,HATCHBACK,HYBRID,1490,120000,8600000
2025-11-18,HONDA,VEZEL,Z 4 WAY CAMERA,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19000000
2025-11-18,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10850,21000000
2025-11-18,HONDA,FIT,GP5,2014,AUTOMATIC,HATCHBACK,HYBRID,1500,183000,7500000
2025-11-18,HONDA,VEZEL,Z PLAY-MOONROOF-4WAY,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,0,21500000
2025-11-20,HONDA,VEZEL,Z PREMIUM 10 SPEAKER,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19850000
2025-11-19,HONDA,VEZEL,Z PREMIUM,2023,AUTOMATIC,STATION WAGON,HYBRID,1500,17000,17950000
2025-11-18,HONDA,VEZEL,Z PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,17650000
2025-11-18,HONDA,VEZEL,Z PLAY PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19800000
2025-11-18,HONDA,VEZEL,Z GRADE 4WAY ,2024,AUTOMATIC,SUV / 4X4,HYBRID,1490,3000,18250000
2025-11-18,HONDA,VEZEL,Z PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19700000
2025-11-18,HONDA,FIT,10TH ANNIVERSARY,2012,AUTOMATIC,HATCHBACK,HYBRID,1330,105000,6890000
2025-11-18,HONDA,VEZEL,X HUNT 4 WAY CAMERA,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,17750000
2025-11-17,HONDA,VEZEL,PREMIUM Z,2025,AUTOMATIC,0,HYBRID,1500,0,21200000
2025-11-17,HONDA,VEZEL,2015,2015,AUTOMATIC,SUV / 4X4,HYBRID,1490,183000,10475000
2025-11-17,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21850000
2025-11-17,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18500000
2025-11-17,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19200000
2025-11-18,HONDA,VEZEL,Z PLAY PREMIUM,2024,AUTOMATIC,SUV / 4X4,HYBRID,1490,6,20500000
2025-11-17,HONDA,FIT,GP4 RS 1.5H,2012,AUTOMATIC,HATCHBACK,HYBRID,1500,145000,7650000
2025-11-17,HONDA,FIT,GP 1,2013,AUTOMATIC,HATCHBACK,HYBRID,1330,128334,6990000
2025-11-19,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,22000000
2025-11-17,HONDA,VEZEL,Z PLAY BASIC,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,5500,18975000
2025-11-17,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18975000
2025-11-17,HONDA,VEZEL,Z GRADE,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,9000,17950000
2025-11-20,HONDA,VEZEL,RS SENSING,2016,AUTOMATIC,SUV / 4X4,HYBRID,1500,120000,11800000
2025-11-17,HONDA,VEZEL,HONDA VEZEL 2016,2016,AUTOMATIC,SUV / 4X4,HYBRID,1500,149000,11500000
2025-11-17,HONDA,VEZEL,Z PLAY E HEV 1.5L,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,9000,21000000
2025-11-17,HONDA,FREED,AIR EX HYBRID,2025,AUTOMATIC,MPV,HYBRID,1500,0,19500000
2025-11-17,HONDA,VEZEL,X GRADE,2025,AUTOMATIC,STATION WAGON,HYBRID,1500,0,17175000
2025-11-17,HONDA,CIVIC,0,2008,AUTOMATIC,SALOON,HYBRID,1330,124492,7850000
2025-11-17,HONDA,VEZEL,E:HEV Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,235,21500000
2025-11-17,HONDA,VEZEL,E:HEV Z PLAY PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,300,22000000
2025-11-17,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18650000
2025-11-17,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,5600,21000000
2025-11-20,HONDA,FIT SHUTTLE,2014,2014,AUTOMATIC,HATCHBACK,HYBRID,1360,150000,10600000
2025-11-17,HONDA,VEZEL,X GRADE,2025,AUTOMATIC,STATION WAGON,HYBRID,1500,0,16990000
2025-11-17,HONDA,VEZEL,Z PREMIUM GRADE ,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,200,19190000
2025-11-17,HONDA,VEZEL,Z,2025,AUTOMATIC,0,HYBRID,1500,3000,17600000
2025-11-17,HONDA,VEZEL,Z,2025,AUTOMATIC,0,HYBRID,1500,0,17600000
2025-11-17,HONDA,INSIGHT,0,2012,AUTOMATIC,SALOON,HYBRID,1300,180000,7800000
2025-11-17,HONDA,VEZEL,Z,2025,AUTOMATIC,0,HYBRID,1500,7000,17300000
2025-11-17,HONDA,INSIGHT,0,2009,AUTOMATIC,HATCHBACK,HYBRID,1300,130000,7450000
2025-11-17,HONDA,GRACE,EX PACKAGE ,2015,AUTOMATIC,SALOON,HYBRID,1500,128000,9990000
2025-11-21,HONDA,VEZEL,Z PLAY FULLY LOADED,2024,AUTOMATIC,SUV / 4X4,HYBRID,1490,0,20500000
2025-11-17,HONDA,FIT,GP1,2012,AUTOMATIC,HATCHBACK,HYBRID,1330,157000,6750000
2025-11-19,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20700000
2025-11-17,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,2900,20900000
2025-11-14,HONDA,VEZEL,HONDA VEZEL Z 2025,2025,AUTOMATIC,STATION WAGON,HYBRID,1500,40,18750000
2025-11-16,HONDA,VEZEL,SUV RS,2018,AUTOMATIC,SUV / 4X4,HYBRID,1500,190300,11690000
2025-11-16,HONDA,VEZEL,Z PLAY PACKAGE (BN),2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20500000
2025-11-21,HONDA,VEZEL,Z GRADE BRAND NEW,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,297,18850000
2025-11-18,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,12000,19900000
2025-11-16,HONDA,VEZEL,Z PLAY MOONROOF,2024,AUTOMATIC,SALOON,HYBRID,1500,9900,21000000
2025-11-16,HONDA,FIT,GP 05 L GRADE,2014,AUTOMATIC,HATCHBACK,HYBRID,1500,203000,7250000
2025-11-18,HONDA,VEZEL,Z PREMIUM,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,9900,19200000
2025-11-16,HONDA,VEZEL,Z IVORY,2016,AUTOMATIC,SALOON,HYBRID,1500,95000,11770000
2025-11-16,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,0,HYBRID,1500,3000,18400000
2025-11-16,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,0,HYBRID,1500,4000,18000000
2025-11-16,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,0,HYBRID,1500,22000,17800000
2025-11-16,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,0,HYBRID,1500,51000,17100000
2025-11-16,HONDA,INSIGHT,ZE3 FULL OPINION,2011,AUTOMATIC,HATCHBACK,HYBRID,1490,144000,8790000
2025-11-16,HONDA,VEZEL,Z GRADE ORANGE PACK,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,125000,9500000
2025-11-16,HONDA,VEZEL,Z PLAY SUNROOF,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21750000
2025-11-16,HONDA,VEZEL,Z GRADE,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,131100,9500000
2025-11-16,HONDA,VEZEL,Z PLAY MOONROOF,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21650000
2025-11-18,HONDA,VEZEL,Z PLAY MOONROOF ,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,30,21500000
2025-11-16,HONDA,VEZEL,Z GRADE,2015,AUTOMATIC,SUV / 4X4,HYBRID,1500,153000,9995000
2025-11-19,HONDA,VEZEL,Z,2025,AUTOMATIC,0,HYBRID,1500,0,17800000
2025-11-16,HONDA,VEZEL,Z GRADE,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,11000,18200000
2025-11-15,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18475000
2025-11-15,HONDA,VEZEL,VEZEL RS,2017,AUTOMATIC,SUV / 4X4,HYBRID,1500,139000,12175000
2025-11-15,HONDA,VEZEL,VEZEL RS,2019,AUTOMATIC,SUV / 4X4,HYBRID,1500,92000,14850000
2025-11-16,HONDA,VEZEL,VEZEL Z  PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,17900000
2025-11-15,HONDA,VEZEL,Z GRADE ORANGE PACK,2015,AUTOMATIC,SUV / 4X4,HYBRID,1500,108500,10200000
2025-11-15,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,STATION WAGON,HYBRID,1500,16000,18575000
2025-11-15,HONDA,FIT,GP1 ,2012,AUTOMATIC,HATCHBACK,HYBRID,1330,181300,6990000
2025-11-16,HONDA,VEZEL,Z GRADE,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,3900,18900000
2025-11-16,HONDA,VEZEL,Z PREMIUM,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,13000,18900000
2025-11-15,HONDA,VEZEL,Z PREMIUM BRAND NEW,2025,AUTOMATIC,STATION WAGON,HYBRID,1500,0,19375000
2025-11-17,HONDA,VEZEL,Z PLAYE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,2500,20175000
2025-11-15,HONDA,GRACE,EX GRADE ,2016,AUTOMATIC,SALOON,HYBRID,1500,85000,10190000
2025-11-15,HONDA,VEZEL,VEZEL Z PLAY,2024,AUTOMATIC,SALOON,HYBRID,1500,6000,20200000
2025-11-15,HONDA,VEZEL,Z GRADE 2025,2025,AUTOMATIC,SALOON,HYBRID,1500,0,19000000
2025-11-18,HONDA,CIVIC,2007,2007,AUTOMATIC,SALOON,HYBRID,1330,169000,6490000
2025-11-15,HONDA,VEZEL,Z,2024,AUTOMATIC,0,HYBRID,1500,51000,16900000
2025-11-15,HONDA,CIVIC,FD3 2011,2011,AUTOMATIC,SALOON,HYBRID,1300,110000,7200000
2025-11-15,HONDA,VEZEL,Z ,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19600000
2025-11-14,HONDA,VEZEL,Z PLAY MOONROOF BNEW,2025,AUTOMATIC,SALOON,HYBRID,1500,125,21400000
2025-11-14,HONDA,VEZEL,Z PLAY MOONROOF BNEW,2025,AUTOMATIC,SALOON,HYBRID,1500,125,21400000
2025-11-14,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19000000
2025-11-14,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19000000
2025-11-14,HONDA,VEZEL,0,2025,AUTOMATIC,SUV / 4X4,HYBRID,1490,100,18900000
2025-11-18,HONDA,VEZEL,Z PLAY SOUND SYSTEM,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,18000,17500000
2025-11-18,HONDA,VEZEL,IVORY INTERIOR,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,10000,18500000
2025-11-18,HONDA,VEZEL,Z PLAY,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,10000,20800000
2025-11-18,HONDA,VEZEL,Z PREMIUM IVORY PACK,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,18000,17500000
2025-11-14,HONDA,FIT SHUTTLE,GP 2 (NAVI-PREMIUM),2014,AUTOMATIC,STATION WAGON,HYBRID,1330,160000,10600000
2025-11-14,HONDA,VEZEL,RS SENSING,2016,AUTOMATIC,HATCHBACK,HYBRID,1500,116000,12100000
2025-11-20,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,200,21690000
2025-11-16,HONDA,VEZEL,Z PREMIUM PLUS,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19775000
2025-11-16,HONDA,FREED,GP3,2013,AUTOMATIC,MPV,HYBRID,1500,169000,8900000
2025-11-14,HONDA,VEZEL,Z PLAY SUNROOF,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21750000
2025-11-14,HONDA,FIT SHUTTLE,0,2012,AUTOMATIC,STATION WAGON,HYBRID,1330,125000,9390000
2025-11-14,HONDA,VEZEL,Z PLAY SUNROOF,2022,AUTOMATIC,SUV / 4X4,HYBRID,1500,23000,18950000
2025-11-08,HONDA,GRACE,HONDA,2014,AUTOMATIC,SALOON,HYBRID,1500,117000,9535000
2025-11-14,HONDA,VEZEL,Z PLAY 4WAY D/MOON,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,4800,20500000
2025-11-17,HONDA,VEZEL,RS SENSING,2017,AUTOMATIC,0,HYBRID,1490,102000,12100000
2025-11-14,HONDA,FIT SHUTTLE,NAVI-PREMIUM (GP 2) ,2013,AUTOMATIC,STATION WAGON,HYBRID,1330,180000,10100000
2025-11-14,HONDA,FIT SHUTTLE,NAVI PREMIUM (GP-7),2016,AUTOMATIC,STATION WAGON,HYBRID,1500,56000,12600000
2025-11-17,HONDA,VEZEL,X HUNT 2025,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,17700000
2025-11-14,HONDA,VEZEL,Z GRADE P L A Y,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18900000
2025-11-17,HONDA,VEZEL,Z PLAY 2025,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19900000
2025-11-14,HONDA,VEZEL,Z PLAY MOONROOF ,2023,AUTOMATIC,STATION WAGON,HYBRID,1490,28000,19590000
2025-11-15,HONDA,VEZEL,Z GRADE,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,213000,10000000
2025-11-14,HONDA,VEZEL,Z PREMIUM BRAND NEW,2025,AUTOMATIC,STATION WAGON,HYBRID,1500,0,19990000
2025-11-14,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,STATION WAGON,HYBRID,1490,15000,18990000
2025-11-14,HONDA,VEZEL,HONDA VEZEL Z,2024,AUTOMATIC,SUV / 4X4,HYBRID,700,500,18200000
2025-11-14,HONDA,GRACE,0,2015,AUTOMATIC,SALOON,HYBRID,1500,87000,10500000
2025-11-17,HONDA,VEZEL,Z GRADE ORANGE PACK,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,150000,9500000
2025-11-15,HONDA,VEZEL,X,2023,AUTOMATIC,0,HYBRID,1500,25000,16500000
2025-11-14,HONDA,VEZEL,RS SENSING,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21950000
2025-11-13,HONDA,VEZEL,RS PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21300000
2025-11-13,HONDA,VEZEL,Z GRADE PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20000000
2025-11-13,HONDA,VEZEL,Z GRADE PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18800000
2025-11-13,HONDA,VEZEL,Z GRADE PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19100000
2025-11-13,HONDA,VEZEL,Z PLAY PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21600000
2025-11-14,HONDA,VEZEL,Z GRADE,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,138000,10650000
2025-11-13,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,15000,19900000
2025-11-18,HONDA,VEZEL,Z GRADE PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19900000
2025-11-13,HONDA,VEZEL,Z GRADE ,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19275000
2025-11-17,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,0,18200000
2025-11-16,HONDA,VEZEL,Z PLAY MOON ROOF,2025,AUTOMATIC,SUV / 4X4,HYBRID,1490,0,22500000
2025-11-16,HONDA,VEZEL,Z,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,15000,18775000
2025-11-13,HONDA,INSIGHT,HONDA INSIGHT,2011,AUTOMATIC,SALOON,HYBRID,1330,244000,6725000
2025-11-13,HONDA,VEZEL,Z PLAY FULLY LOADED,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,0,22500000
2025-11-13,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,0,22500000
2025-11-13,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,8500,18890000
2025-11-16,HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10000,18200000
2025-11-18,HONDA,VEZEL,Z  PREMIUM ,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,5,19100000
2025-11-17,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19500000
2025-11-12,HONDA,VEZEL,Z,2025,AUTOMATIC,COUP̩/SPORTS,HYBRID,1500,0,18800000
2025-11-12,HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,5000,19900000
2025-11-12,HONDA,VEZEL,Z GRADE 2025 B/N,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18650000
2025-11-13,HONDA,VEZEL,RS,2017,AUTOMATIC,SUV / 4X4,HYBRID,1500,128000,11900000
2025-11-12,HONDA,VEZEL,Z,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,30000,17650000
2025-11-19,HONDA,FIT,GP4 HYBRID ,2013,AUTOMATIC,HATCHBACK,HYBRID,1500,173117,7585000
2025-11-18,HONDA,VEZEL,Z PREMIUM ,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,15,19100000
2025-11-18,HONDA,VEZEL,Z PLAY  PEARL 2,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,5,21050000
2025-11-12,HONDA,GRACE,EX PACKAGE 1ST OWNER,2016,AUTOMATIC,SALOON,HYBRID,1500,103000,10200000
2025-11-17,HONDA,VEZEL,PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,20,17700000
2025-11-12,HONDA,FIT,GP1,2012,AUTOMATIC,0,HYBRID,1300,186000,6350000
2025-11-14,HONDA,VEZEL,Z,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18450000
2025-11-12,HONDA,VEZEL,Z,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18900000
2025-11-17,HONDA,VEZEL, Z - WHITE - IPPP-A1,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,17100000
2025-11-14,HONDA,VEZEL,Z PACKAGE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,3780,17950000
2025-11-17,HONDA,VEZEL,X - WHITE - IPPP-A1,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10000,15800000
2025-11-17,HONDA,VEZEL, Z-BLACK-IPPP-A1,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10000,16500000
2025-11-12,HONDA,VEZEL,VEZEL Z PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20500000
2025-11-17,HONDA,VEZEL,Z GRADE - IPPP-A1,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,5,17700000
2025-11-20,HONDA,VEZEL,Z - PLAY  MOON ROOF,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,22000000
2025-11-16,HONDA,VEZEL,0,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,190000,9200000
2025-11-11,HONDA,FIT,GP 5,2013,AUTOMATIC,STATION WAGON,HYBRID,1500,93000,7700000
2025-11-11,HONDA,VEZEL,Z PREMIUM 10 SPEAKER,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19050000
2025-11-13,HONDA,VEZEL,HEV Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1496,0,18950000
2025-11-15,HONDA,VEZEL,Z PLAY MOONROOF 2025,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21350000
2025-11-11,HONDA,FREED,AIR EX HYBRID,2025,AUTOMATIC,MPV,HYBRID,1500,0,18900000
2025-11-15,HONDA,GRACE,EX GRADE ,2017,AUTOMATIC,SALOON,HYBRID,1500,77000,10795000
2025-11-13,HONDA,GRACE,EX GRADE ,2016,AUTOMATIC,SALOON,HYBRID,1500,76000,10475000
2025-11-11,HONDA,VEZEL,RS,2017,AUTOMATIC,SUV / 4X4,HYBRID,1500,87900,12350000
2025-11-11,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20750000
2025-11-16,HONDA,GRACE,FACELIFT EX SENSING,2017,AUTOMATIC,SALOON,HYBRID,1500,122000,12200000
2025-11-11,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,0,HYBRID,1500,0,18450000
2025-11-10,HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10,18200000
2025-11-10,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,3,18200000
2025-11-10,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,10,18100000
2025-11-10,HONDA,VEZEL,Z VEZEL,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18300000
2025-11-18,HONDA,VEZEL,Z PLAY MOON ROOF,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,0,21500000
2025-11-04,HONDA,VEZEL,Z ORANGE PACKAGE,2015,AUTOMATIC,SUV / 4X4,HYBRID,1500,78940,10800000
2025-11-10,HONDA,VEZEL,RU3 2015,2014,AUTOMATIC,SUV / 4X4,HYBRID,1500,112000,11000000
2025-11-10,HONDA,NBOX,0,2025,AUTOMATIC,STATION WAGON,HYBRID,650,0,9500000
2025-11-10,HONDA,FIT,HONDA GB 5 (S GRADE),2015,AUTOMATIC,HATCHBACK,HYBRID,1490,113000,8450000
2025-11-10,HONDA,VEZEL,Z PLAY - MOON ROOF,2025,AUTOMATIC,COUP̩/SPORTS,HYBRID,1500,0,20000000
2025-11-10,HONDA,VEZEL,X  HUNT,2025,AUTOMATIC,HATCHBACK,HYBRID,1500,0,16700000
2025-11-17,HONDA,VEZEL, X - WHITE - IPPP-A1,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10000,15700000
2025-11-17,HONDA,VEZEL, X - BLACK - IPPP-A1,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10000,15800000
2025-11-10,HONDA,VEZEL,Z PREMIUM,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,20200000
2025-11-20,HONDA,GRACE,EX HIGHEST 2015,2015,AUTOMATIC,SALOON,HYBRID,1500,103000,10000000
2025-11-10,HONDA,VEZEL,VEZEL Z PLAY ,2025,AUTOMATIC,SUV / 4X4,HYBRID,1490,0,19975000
2025-11-10,HONDA,VEZEL,RV5 Z PLAY PACKAGE ,2025,AUTOMATIC,STATION WAGON,HYBRID,1500,0,22500000
2025-11-10,HONDA,VEZEL,RV5 VEZEL Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21450000
2025-11-09,HONDA,VEZEL,Z PLAY MOON ROOF,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,25,21600000
2025-11-14,HONDA,VEZEL,Z PREMIUM 10,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,19600000
2025-11-09,HONDA,VEZEL,RU3,2016,AUTOMATIC,SUV / 4X4,HYBRID,1500,148000,10100000
2025-11-09,HONDA,VEZEL,Z GRADE,2014,AUTOMATIC,SUV / 4X4,HYBRID,1499,134000,9500000
2025-11-09,HONDA,FIT,GP5 2017,2017,AUTOMATIC,HATCHBACK,HYBRID,1500,119000,9275000
2025-11-09,HONDA,VEZEL,HONDA VEZEL Z-PLAY,2024,AUTOMATIC,STATION WAGON,HYBRID,1500,1188,22200000
2025-11-18,HONDA,VEZEL,Z PLAY 2025,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21400000
2025-11-20,HONDA,VEZEL,HONDA VEZEL Z,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18500000
2025-11-09,HONDA,VEZEL,VEZEL Z PLAY,2025,AUTOMATIC,SUV / 4X4,HYBRID,1490,0,20575000
2025-11-18,HONDA,VEZEL,Z MUGEN LIMITED,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,15500,18250000
2025-11-08,HONDA,VEZEL,Z PREMIUM,2024,AUTOMATIC,0,HYBRID,1500,13000,18800000
2025-11-19,HONDA,VEZEL,Z PLAY 4WAY FL B-NEW,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,21200000
2025-11-08,HONDA,VEZEL,Z ICE WHITE 2024,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,18700000
2025-11-08,HONDA,FIT,GP1,2013,AUTOMATIC,HATCHBACK,HYBRID,1350,128000,6975000
