date_posted,brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,mileage_km,vehicle_price
2025-11-18,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14275000
2025-11-18,HONDA,FIT,GD1,2007,AUTOMATIC,SALOON,PETROL,1330,226000,5595000
2025-11-18,HONDA,CRV,X+,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,25000000
2025-11-18,HONDA,CRV,MASTERPIECE JAPAN,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,116500,18500000
2025-11-18,HONDA,NBOX,X-GRADE,2015,AUTOMATIC,STATION WAGON,PETROL,650,90000,5950000
2025-11-18,HONDA,CIVIC,1.6 L- VTEC (SEDAN),2020,AUTOMATIC,SALOON,PETROL,1590,116000,14500000
2025-11-18,HONDA,CRV,VTI-L,2018,AUTOMATIC,STATION WAGON,PETROL,1500,45000,19500000
2025-11-18,HONDA,CRV,L7,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,29500000
2025-11-18,HONDA,CIVIC,EX,2024,AUTOMATIC,SALOON,PETROL,1500,9000,21000000
2025-11-18,HONDA,CRV,VIT-L 7 SEATER B/NEW,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,33000000
2025-11-19,HONDA,VEZEL,Z PLAY WITH SUN ROOF,2025,AUTOMATIC,HATCHBACK,PETROL,1500,50,19800000
2025-11-19,HONDA,VEZEL,Z PREMIUM PACKAGE,2025,AUTOMATIC,HATCHBACK,PETROL,1500,50,18500000
2025-11-19,HONDA,CRV,VTILX,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,8000,33450000
2025-11-17,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,13700000
2025-11-17,HONDA,NWGN,L STYLE +,2023,AUTOMATIC,HATCHBACK,PETROL,650,1000,8300000
2025-11-17,HONDA,CITY,RS TURBO BRAND NEW,2025,AUTOMATIC,SALOON,PETROL,1000,40,14250000
2025-11-17,HONDA,CITY,RS TURBO 1.0L,2025,AUTOMATIC,SALOON,PETROL,1000,0,13700000
2025-11-17,HONDA,VEZEL,0,2016,AUTOMATIC,HATCHBACK,PETROL,2,140000,11000000
2025-11-17,HONDA,NBOX,CUSTOM TURBO,2025,AUTOMATIC,0,PETROL,660,0,10275000
2025-11-17,HONDA,VEZEL,VEZEL - ORANGE PACK,2015,AUTOMATIC,SUV / 4X4,PETROL,1500,130000,11000000
2025-11-17,HONDA,FIT,GP5,2014,AUTOMATIC,HATCHBACK,PETROL,1490,125327,8595000
2025-11-17,HONDA,FIT,L GRADE,2014,AUTOMATIC,HATCHBACK,PETROL,1500,160000,7675000
2025-11-19,HONDA,CRV,VTIL-7 AUSTRALIAN ,2025,AUTOMATIC,STATION WAGON,PETROL,1490,0,31990000
2025-11-17,HONDA,NBOX,CUSTOM 2025,2025,AUTOMATIC,MPV,PETROL,660,0,8950000
2025-11-17,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,135,14000006
2025-11-17,HONDA,WRV,X GRADE,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,16400000
2025-11-18,HONDA,NBOX,SUPER CUSTOM ,2024,AUTOMATIC,HATCHBACK,PETROL,660,100,9850000
2025-11-17,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14200000
2025-11-17,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,14500000
2025-11-17,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14600000
2025-11-17,HONDA,CITY,GD8,2003,AUTOMATIC,SALOON,PETROL,1500,168000,4400000
2025-11-17,HONDA,VEZEL,G 4WD,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,7000,17000000
2025-11-17,HONDA,CRV,CRV,2017,AUTOMATIC,SUV / 4X4,PETROL,1800,129000,17500000
2025-11-18,HONDA,VEZEL,Z GRADE,2022,AUTOMATIC,SUV / 4X4,PETROL,1500,12385,17250000
2025-11-16,HONDA,CITY,RS TURBO ,2025,AUTOMATIC,SALOON,PETROL,1000,0,14290000
2025-11-16,HONDA,FIT,GP 1,2013,AUTOMATIC,HATCHBACK,PETROL,1300,128412,6890000
2025-11-16,HONDA,FREED,HONDA FREED,2013,AUTOMATIC,MPV,PETROL,1500,135000,8550000
2025-11-16,HONDA,GRACE,2016,2015,AUTOMATIC,SALOON,PETROL,1500,88500,10600000
2025-11-16,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14600000
2025-11-16,HONDA,CIVIC,FK7 AUTO 1500CC,2017,AUTOMATIC,HATCHBACK,PETROL,1500,81000,14100000
2025-11-17,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14250000
2025-11-17,HONDA,FIT,GP 5 S GRADE,2013,AUTOMATIC,HATCHBACK,PETROL,1500,161300,8100000
2025-11-16,HONDA,CITY,RS FOR EXCHANGE,2025,AUTOMATIC,SALOON,PETROL,1000,135,14000000
2025-11-20,HONDA,CIVIC,0,2009,AUTOMATIC,SALOON,PETROL,1339,180000,7700000
2025-11-16,HONDA,CIVIC,SR,2017,AUTOMATIC,HATCHBACK,PETROL,1000,101000,10700000
2025-11-16,HONDA,S660,BRUNO EDITION ,2017,AUTOMATIC,CONVERTIBLE,PETROL,660,28000,7690000
2025-11-19,HONDA,CIVIC,FD4,2007,AUTOMATIC,SALOON,PETROL,1600,170000,7800000
2025-11-18,HONDA,GRACE,HYBRID,2017,AUTOMATIC,SALOON,PETROL,1500,73349,12200000
2025-11-17,HONDA,CITY,RS ,2025,AUTOMATIC,SALOON,PETROL,1000,0,14190000
2025-11-15,HONDA,CIVIC,SEDAN TECH PACK,2018,AUTOMATIC,SALOON,PETROL,1000,53000,12950000
2025-11-17,HONDA,ZRV Z,0,2023,AUTOMATIC,SUV / 4X4,PETROL,1500,1000,22000000
2025-11-15,HONDA,FIT,GP5 L GRADE,2013,AUTOMATIC,HATCHBACK,PETROL,1500,162000,7700000
2025-11-15,HONDA,VEZEL,VEZEL  X,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,250,18575000
2025-11-15,HONDA,CITY,RS TURBO {BRAND NEW},2025,AUTOMATIC,SALOON,PETROL,1000,0,13700000
2025-11-15,HONDA,NBOX,0,2024,AUTOMATIC,0,PETROL,650,1200,8150000
2025-11-19,HONDA,FIT,0,2014,AUTOMATIC,HATCHBACK,PETROL,1500,142000,7700000
2025-11-15,HONDA,CRV,MASTERPIECE ,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,40000,20675000
2025-11-15,HONDA,VEZEL,HONDA,2014,AUTOMATIC,0,PETROL,1490,87000,10000000
2025-11-15,HONDA,CITY,VTEC TURBO,2026,AUTOMATIC,SALOON,PETROL,1000,0,14000000
2025-11-15,HONDA,CIVIC,FD3 ,2011,AUTOMATIC,SALOON,PETROL,1500,189000,6750000
2025-11-15,HONDA,VEZEL,0,2016,AUTOMATIC,SUV / 4X4,PETROL,1500,105000,12500000
2025-11-15,HONDA,VEZEL,HONDA,2014,AUTOMATIC,SUV / 4X4,PETROL,1300,240000,9575000
2025-11-15,HONDA,INSIGHT,2010,2010,AUTOMATIC,SALOON,PETROL,1300,100000,6950000
2025-11-14,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,13700000
2025-11-14,HONDA,CRV,VTI-LÂ 5 SEATER,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,33000000
2025-11-14,HONDA,CRV,7 SEATER VTI L7,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,32000000
2025-11-14,HONDA,CITY,RS TURBO BRAND NEW,2025,AUTOMATIC,SALOON,PETROL,1000,0,13950000
2025-11-14,HONDA,CITY,RS TURBO BRAND NEW,2025,AUTOMATIC,SALOON,PETROL,1000,0,13950000
2025-11-14,HONDA,CIVIC,SR 1ST OWNER,2018,AUTOMATIC,SALOON,PETROL,1000,75000,12090000
2025-11-14,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,14090000
2025-11-20,HONDA,CRV,JAPAN MASTERPIECE ,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,47500,21000000
2025-11-14,HONDA,CITY,RS TURBO ,2025,AUTOMATIC,SALOON,PETROL,1000,18,14500000
2025-11-14,HONDA,GRACE,HYBRID,2017,AUTOMATIC,SALOON,PETROL,1500,131317,10500000
2025-11-14,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14250000
2025-11-19,HONDA,CIVIC,0,2017,AUTOMATIC,HATCHBACK,PETROL,1000,67000,13375000
2025-11-14,HONDA,ZRV Z,PREMIUM HIGHEST SPEC,2023,AUTOMATIC,SUV / 4X4,PETROL,1500,4900,24000000
2025-11-13,HONDA,ZRV Z,PREMIUM,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,5000,23790000
2025-11-13,HONDA,VEZEL,ORANGE PACK,2014,AUTOMATIC,SUV / 4X4,PETROL,1500,87000,9650000
2025-11-13,HONDA,ZRV Z,PREMIUM,2023,AUTOMATIC,STATION WAGON,PETROL,1500,4900,23500000
2025-11-13,HONDA,FIT,HONDA FUT GP1,2012,AUTOMATIC,HATCHBACK,PETROL,1300,140000,7000000
2025-11-14,HONDA,FIT,XH,2013,AUTOMATIC,HATCHBACK,PETROL,1330,180000,8200000
2025-11-13,HONDA,CRV,CRV RM2,2013,AUTOMATIC,SUV / 4X4,PETROL,2000,131000,9790000
2025-11-20,HONDA,FIT,2012,2012,AUTOMATIC,HATCHBACK,PETROL,1330,137000,6425000
2025-11-18,HONDA,FIT,DAA GP1 FIT HYBRID,2011,AUTOMATIC,HATCHBACK,PETROL,1330,150000,6350000
2025-11-13,HONDA,NBOX,FULL OPTION AUTO,2023,AUTOMATIC,HATCHBACK,PETROL,650,8100,9050000
2025-11-13,HONDA,CITY,0,2003,AUTOMATIC,SALOON,PETROL,1500,195542,4800000
2025-11-13,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,14200000
2025-11-13,HONDA,WRV,0,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,16300000
2025-11-13,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,14000000
2025-11-18,HONDA,CITY,HONDA,2025,AUTOMATIC,SALOON,PETROL,1000,59,14500000
2025-11-13,HONDA,CIVIC,SR 1 L TURBO,2017,AUTOMATIC,HATCHBACK,PETROL,1000,56000,12600000
2025-11-13,HONDA,FIT,GP5,2012,AUTOMATIC,HATCHBACK,PETROL,1500,108500,7875000
2025-11-18,HONDA,VEZEL,Z PACKAGE,2024,AUTOMATIC,SUV / 4X4,PETROL,1490,3000,18250000
2025-11-12,HONDA,CITY,HONDA CITY RS 2025,2025,AUTOMATIC,SALOON,PETROL,1000,0,14500000
2025-11-12,HONDA,CITY,RS ,2025,AUTOMATIC,SALOON,PETROL,1000,20,14900000
2025-11-12,HONDA,VEZEL,2015 ORANGE BACK,2015,AUTOMATIC,SUV / 4X4,PETROL,1450,246000,11000000
2025-11-19,HONDA,CIVIC,1ST OWNER,2017,AUTOMATIC,SALOON,PETROL,1000,130000,11250000
2025-11-12,HONDA,CITY,RS EXCHANGE POSSIBLE,2025,AUTOMATIC,SALOON,PETROL,1000,0,14000000
2025-11-12,HONDA,CITY,RS TURBO 2025,2025,AUTOMATIC,SALOON,PETROL,1000,0,14350000
2025-11-12,HONDA,FIT,GP5,2014,AUTOMATIC,HATCHBACK,PETROL,1500,175000,8300000
2025-11-12,HONDA,CIVIC,FD4,2008,AUTOMATIC,SALOON,PETROL,1600,411230,6500000
2025-11-14,HONDA,VEZEL,Z PREMIUM,2025,AUTOMATIC,HATCHBACK,PETROL,1500,0,18750000
2025-11-16,HONDA,S660,2018,2018,AUTOMATIC,CONVERTIBLE,PETROL,660,75000,6550000
2025-11-13,HONDA,FIT,GP5,2014,AUTOMATIC,HATCHBACK,PETROL,1500,143000,7950000
2025-11-12,HONDA,CRV,CRV,2014,AUTOMATIC,SUV / 4X4,PETROL,2000,120000,13850000
2025-11-12,HONDA,VEZEL,Z ORANGE PACKAGE,2015,AUTOMATIC,SUV / 4X4,PETROL,1500,135000,10500000
2025-11-11,HONDA,NWGN,CUSTOM G SS 2 TONE,2017,AUTOMATIC,HATCHBACK,PETROL,660,116000,6690000
2025-11-11,HONDA,VEZEL,RS IVORY PACKAGE,2016,AUTOMATIC,SUV / 4X4,PETROL,1500,103108,11500000
2025-11-11,HONDA,FIT,FIT SHUTTLE,2011,AUTOMATIC,HATCHBACK,PETROL,1300,198000,8600000
2025-11-19,HONDA,CRV,VTI L 7 SEATER B/NEW,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,32000000
2025-11-11,HONDA,CITY,RS TURBO ,2025,AUTOMATIC,SALOON,PETROL,1000,0,13975000
2025-11-11,HONDA,GRACE,0,2016,AUTOMATIC,SALOON,PETROL,1490,150000,11500000
2025-11-11,HONDA,CRV,VTIL7,2025,AUTOMATIC,STATION WAGON,PETROL,1500,0,33000000
2025-11-08,HONDA,CITY,RS PRIMUM EXSTOCKS ,2025,AUTOMATIC,SALOON,PETROL,1000,0,14100000
2025-11-11,HONDA,CITY,RS TURBO,2024,AUTOMATIC,SALOON,PETROL,1000,0,14950000
2025-11-20,HONDA,CIVIC,FB1,2012,AUTOMATIC,SALOON,PETROL,1600,190000,8100000
2025-11-11,HONDA,CITY,RS TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,14950000
2025-11-13,HONDA,FIT,GP5,2015,AUTOMATIC,HATCHBACK,PETROL,1500,200000,8350000
2025-11-11,HONDA,VEZEL,Z PLUS PACK NEW,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,19000000
2025-11-10,HONDA,VEZEL,RS,2026,AUTOMATIC,STATION WAGON,PETROL,1500,0,22500000
2025-11-10,HONDA,VEZEL,Z PLUS PREMIUM B/N,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,19000000
2025-11-10,HONDA,CITY,RS TURBO 2025,2025,AUTOMATIC,SALOON,PETROL,100,0,14000000
2025-11-18,HONDA,CIVIC,0,2010,AUTOMATIC,0,PETROL,1800,197000,7300000
2025-11-15,HONDA,NBOX,0,2023,AUTOMATIC,0,PETROL,660,9500,7650000
2025-11-10,HONDA,FIT,GP 1,2012,AUTOMATIC,HATCHBACK,PETROL,1330,124577,6690000
2025-11-10,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14300000
2025-11-19,HONDA,NWGN,N-WGN TURBO CUSTOM,2015,AUTOMATIC,STATION WAGON,PETROL,660,115000,6350000
2025-11-10,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,21000000
2025-11-10,HONDA,CITY,RS BRAND NEW,2025,AUTOMATIC,SALOON,PETROL,1000,0,14250000
2025-11-10,HONDA,FREED,0,2023,AUTOMATIC,SUV / 4X4,PETROL,1500,20000,17800000
2025-11-17,HONDA,VEZEL,Z PLAY,2025,AUTOMATIC,SUV / 4X4,PETROL,1490,0,21200000
2025-11-10,HONDA,ACCORD,1987,1987,AUTOMATIC,SALOON,PETROL,1600,188000,1600000
2025-11-10,HONDA,CIVIC,0,2013,AUTOMATIC,SALOON,PETROL,1600,144000,9350000
2025-11-10,HONDA,VEZEL,Z 2025,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,20500000
2025-11-13,HONDA,CRV,HONDA,2013,AUTOMATIC,SUV / 4X4,PETROL,2000,180000,12500000
2025-11-12,HONDA,CIVIC,SEDAN TECH PACK,2018,AUTOMATIC,SALOON,PETROL,1000,99000,13000000
2025-11-09,HONDA,NBOX,CUSTOM TURBO,2023,AUTOMATIC,0,PETROL,660,13000,8490000
2025-11-09,HONDA,CITY,RS TURBO BRAND NEW,2025,AUTOMATIC,SALOON,PETROL,1000,0,14290000
2025-11-09,HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,HATCHBACK,PETROL,1500,0,18650000
2025-11-09,HONDA,FIT,HONDA FIT GP4,2012,AUTOMATIC,HATCHBACK,PETROL,1500,190000,7850000
2025-11-09,HONDA,CIVIC,2020,2020,AUTOMATIC,SALOON,PETROL,1000,90000,14500000
2025-11-09,HONDA,FIT,HONDA GP 5,2015,AUTOMATIC,SALOON,PETROL,1400,102708,7700000
2025-11-09,HONDA,CIVIC,FD3 HIGHEST GRADE,2010,AUTOMATIC,SALOON,PETROL,1390,187000,6990000
2025-11-09,HONDA,CIVIC,FB1,2012,AUTOMATIC,SALOON,PETROL,1600,102000,8800000
2025-11-09,HONDA,CRV,0,2017,AUTOMATIC,SUV / 4X4,PETROL,1500,190000,17500000
2025-11-18,HONDA,CIVIC,V-TEC,2012,AUTOMATIC,SALOON,PETROL,1600,76700,8250000
2025-11-08,HONDA,CITY,RS VTEC TURBO 2025,2025,AUTOMATIC,SALOON,PETROL,998,0,14490000
2025-11-08,HONDA,VEZEL,Z,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,19200000
2025-11-19,HONDA,CITY,CITY RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,14900000
2025-11-19,HONDA,VEZEL,GRADE Z,2023,AUTOMATIC,HATCHBACK,PETROL,1500,19000,18500000
2025-11-08,HONDA,FIT,HONDA FIT GP1 2012,2012,AUTOMATIC,HATCHBACK,PETROL,1330,167000,6700000
2025-11-08,HONDA,NWGN,CUSTOM,2024,AUTOMATIC,HATCHBACK,PETROL,660,0,8900000
2025-11-11,HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,0,18650000
2025-11-12,HONDA,CIVIC,EX MODIFIED ,2017,AUTOMATIC,HATCHBACK,PETROL,1000,66000,14250000
2025-11-10,HONDA,CRV,HONDA CRV 2019,2019,AUTOMATIC,SUV / 4X4,PETROL,1500,80000,20500000
2025-11-08,HONDA,CITY,CITY RS PRIMUM ,2025,AUTOMATIC,SALOON,PETROL,1000,0,14125000
2025-11-08,HONDA,NBOX,N BOX SAFETY ,2023,AUTOMATIC,HATCHBACK,PETROL,650,6500,7750000
2025-11-08,HONDA,CIVIC,TECHPACK,2019,AUTOMATIC,SALOON,PETROL,1000,127500,12800000
2025-11-07,HONDA,FIT,GP5,2015,AUTOMATIC,HATCHBACK,PETROL,1500,124655,7450000
2025-11-07,HONDA,FIT SHUTTLE,FULL OPTION,2012,AUTOMATIC,STATION WAGON,PETROL,1300,278000,7550000
2025-10-30,HONDA,CITY,RS TURBO 1L,2025,AUTOMATIC,SALOON,PETROL,1000,0,14500000
2025-11-09,HONDA,ZRV Z,Z PREMIUM,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,3000,22500000
2025-11-09,HONDA,VEZEL,Z PLAY 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,11000,21000000
2025-11-01,HONDA,FIT,0,2014,AUTOMATIC,0,PETROL,1499,165000,8000000
2025-11-07,HONDA,NWGN,CUSTOM,2024,AUTOMATIC,HATCHBACK,PETROL,660,0,8950000
2025-11-07,HONDA,FIT,GP5,2013,AUTOMATIC,HATCHBACK,PETROL,1500,116623,7900000
2025-11-07,HONDA,CITY,RS 1.0L,2025,AUTOMATIC,SALOON,PETROL,1000,0,14090000
2025-11-07,HONDA,FIT,GP5 S GRADE,2013,AUTOMATIC,HATCHBACK,PETROL,1500,125300,7975000
2025-11-07,HONDA,CITY,RS,2025,AUTOMATIC,SALOON,PETROL,1000,0,13700000
2025-11-13,HONDA,CRV,VTIL-X FULL SPEC,2023,AUTOMATIC,SUV / 4X4,PETROL,1500,4000,31950000
2025-11-17,HONDA,FIT ARIA,GRAY FABRIC INTERIOR,2007,AUTOMATIC,SALOON,PETROL,1490,171416,5500000
2025-11-14,HONDA,CRV,5 SEATER,2025,AUTOMATIC,SUV / 4X4,PETROL,1500,0,33000000
2025-11-12,HONDA,CRV,RM2,2015,AUTOMATIC,SUV / 4X4,PETROL,2000,159500,14500000
2025-11-15,HONDA,CRV,RM2 - 4WD,2013,AUTOMATIC,SUV / 4X4,PETROL,2000,150000,13000000
2025-11-20,HONDA,CITY,RS VTEC TURBO,2025,AUTOMATIC,SALOON,PETROL,1000,0,14195000
2025-11-15,HONDA,FIT ARIA,GD8,2008,AUTOMATIC,SALOON,PETROL,1490,172300,5550000
2025-11-16,HONDA,NBOX,JOY,2025,AUTOMATIC,0,PETROL,650,1200,8950000
2025-11-13,HONDA,AIRWAVE,0,2007,AUTOMATIC,STATION WAGON,PETROL,1500,240000,6650000
2025-11-05,HONDA,GRACE,HYBRID,2017,AUTOMATIC,SALOON,PETROL,1500,87000,10500000
2025-11-05,HONDA,VEZEL,Z GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,1500,6000,20300000
